"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.424342546E1,9.762398987E0,5.297483826E-1,-1.375489655E0
2.425343946E1,9.596693573E0,2.947370911E-1,-1.869013367E0
2.426345346E1,9.654323730E0,1.321751404E-1,-1.889520721E0
2.427346746E1,9.128167877E0,5.022056580E-1,-1.673968964E0
2.428348046E1,9.297016754E0,5.900729370E-1,-8.628057861E-1
2.429349446E1,9.428443451E0,4.558021545E-1,-6.316864014E-2
2.430350846E1,9.160051575E0,3.860472107E-1,-1.562750244E-1
2.431352146E1,9.257498932E0,5.192701721E-1,-8.765771484E-1
2.432353546E1,9.455836487E0,6.101312256E-1,-1.128353577E0
2.433354946E1,9.449699249E0,7.225474548E-1,-9.690847778E-1
2.434356346E1,9.445507965E0,6.475534058E-1,-7.372169495E-1
2.435357646E1,9.552685089E0,6.981481934E-1,-3.800596619E-1
2.436359046E1,9.493707733E0,8.030799866E-1,-2.721340942E-1
2.437360446E1,9.524543610E0,7.312294006E-1,-1.836680603E-1
2.438361846E1,9.592502289E0,7.113208008E-1,-7.214996338E-2
2.439363146E1,9.621242523E0,7.611671448E-1,6.436614990E-2
2.440364546E1,9.647438049E0,7.098239136E-1,-8.711883545E-2
2.441365946E1,9.767039337E0,6.982978821E-1,-1.904040527E-1
2.442367346E1,9.841883698E0,6.807843018E-1,-1.106199646E-1
2.443368646E1,9.856702881E0,6.640191650E-1,-1.413061523E-1
2.444370046E1,9.837093658E0,6.364764404E-1,-3.332070923E-1
2.445371446E1,9.821975098E0,5.249583435E-1,-3.511697388E-1
2.446372746E1,9.774523773E0,4.921765137E-1,-1.137634277E-2
2.447374146E1,9.646240540E0,5.813909912E-1,1.811233521E-1
2.448375546E1,9.561217346E0,6.822811890E-1,-7.424560547E-2
2.449376946E1,9.534872131E0,6.581813049E-1,-3.275189209E-1
2.450378246E1,9.499395905E0,5.548960876E-1,-1.880090332E-1
2.451379646E1,9.508975983E0,4.578977966E-1,1.981878662E-1
2.452381046E1,9.559271393E0,4.626878357E-1,1.541793823E-1
2.453382446E1,9.661209412E0,5.888754272E-1,-3.727249146E-2
2.454383746E1,9.712103577E0,6.111790466E-1,1.683998108E-1
2.455385146E1,9.683063965E0,6.170169067E-1,4.587959290E-1
2.456386546E1,9.735305328E0,6.554869080E-1,4.433779907E-1
2.457387846E1,9.670639801E0,7.694000244E-1,3.538641357E-1
2.458389246E1,9.485624542E0,9.340576172E-1,-3.832031250E-2
2.459390646E1,9.376950531E0,9.345066833E-1,-2.444416809E-1
2.460392046E1,9.262887726E0,7.165599060E-1,8.637039185E-2
2.461393346E1,9.301956482E0,7.467970276E-1,3.287164307E-1
2.462394746E1,9.517657928E0,7.554789734E-1,1.001267853E0
2.463396146E1,9.889484711E0,6.848258972E-1,1.802102509E0
2.464397546E1,9.809401245E0,4.908293152E-1,2.056273956E0
2.465398846E1,9.710756378E0,5.251080322E-1,2.265538788E0
2.466400246E1,9.617350616E0,5.771997070E-1,2.437082062E0
2.467401646E1,9.529034271E0,6.818321228E-1,1.964365082E0
2.468402946E1,9.355994110E0,6.649172974E-1,1.256038055E0
2.469404346E1,9.310488739E0,6.849755859E-1,1.118923187E0
2.470405746E1,9.285790100E0,4.680766296E-1,1.211879883E0
2.471407146E1,9.160650330E0,2.983296204E-1,1.595382385E0
2.472408446E1,9.115743713E0,2.585124207E-1,1.894610138E0
2.473409846E1,9.201365662E0,2.330653381E-1,2.302960968E0
2.474411246E1,9.146130524E0,2.486329651E-1,2.830913086E0
2.475412646E1,8.981173553E0,3.873944092E-1,3.113974457E0
2.476413946E1,8.996890869E0,5.513035583E-1,3.029250641E0
2.477415346E1,9.072633362E0,6.574328613E-1,2.844684448E0
2.478416746E1,8.971743164E0,6.652166748E-1,2.749482422E0
2.479418146E1,8.846902771E0,5.492079163E-1,3.018473053E0
2.480419446E1,8.721313934E0,3.923341370E-1,3.236270142E0
2.481420846E1,8.574469299E0,4.352947998E-1,3.061882782E0
2.482422246E1,8.538843384E0,4.890330505E-1,3.091521149E0
2.483423546E1,8.411757660E0,3.635939026E-1,3.068768463E0
2.484424946E1,8.293054504E0,3.700305176E-1,3.549119568E0
2.485426346E1,8.216264191E0,4.561015320E-1,4.523293762E0
2.486427746E1,8.289911041E0,4.981640625E-1,5.318739624E0
2.487429046E1,8.292306061E0,6.770420837E-1,5.687273254E0
2.488430446E1,8.172854462E0,8.708889771E-1,5.703739014E0
2.489431846E1,7.860903168E0,1.029409332E0,5.607189789E0
2.490433246E1,7.741451569E0,9.743238831E-1,5.831273804E0
2.491434546E1,7.515870667E0,9.195378113E-1,5.521118774E0
2.492435946E1,7.588619385E0,7.661068726E-1,5.440436554E0
2.493437346E1,7.736811218E0,5.897735596E-1,5.350473633E0
2.494438646E1,7.410489807E0,4.727169800E-1,5.470823364E0
2.495440046E1,6.878496094E0,4.836442566E-1,5.806275787E0
2.496441446E1,6.511459351E0,8.858578491E-1,5.660029907E0
2.497442846E1,6.213878174E0,1.091530151E0,5.638325043E0
2.498444146E1,6.035898285E0,9.482780457E-1,6.530469818E0
2.499445546E1,5.696254578E0,1.054856415E0,6.845863953E0
2.500446946E1,5.340893555E0,9.839039612E-1,6.619983673E0
2.501448346E1,4.977449341E0,5.231620789E-1,6.154601440E0
2.502449646E1,4.540358276E0,-6.062393188E-2,6.680158539E0
2.503451046E1,4.004173279E0,-8.467890930E-1,9.163943481E0
2.504452446E1,3.752247162E0,-8.399034119E-1,1.155043076E1
2.505453846E1,3.199895782E0,-9.669891357E-2,1.287891815E1
2.506455146E1,2.024390259E0,5.123844910E-1,1.196671509E1
2.507456546E1,1.614841919E0,1.215771790E0,1.123339005E1
2.508457946E1,2.482587433E0,1.405277710E0,1.106918152E1
2.509459279E1,3.308270416E0,4.990621948E-1,1.089958420E1
2.510460579E1,3.607198792E0,1.651066589E-1,9.854906616E0
2.511461979E1,3.673510895E0,4.802014160E-1,9.175768890E0
2.512463379E1,3.608396301E0,4.188290405E-1,9.460027771E0
2.513464679E1,3.067570953E0,4.405339050E-1,9.270222473E0
2.514466079E1,2.746338959E0,5.554948425E-1,9.614057465E0
2.515467479E1,2.182760925E0,3.978726196E-1,9.718390503E0
2.516468879E1,2.141446838E0,5.966592407E-1,9.612261200E0
2.517470179E1,1.964514771E0,6.658154297E-1,9.354946289E0
2.518471579E1,1.653910675E0,5.849835205E-1,9.127419434E0
2.519472979E1,1.415905609E0,5.477110291E-1,9.261690216E0
2.520474379E1,1.370998993E0,6.245013428E-1,9.484277344E0
2.521475679E1,1.318009186E0,5.695655823E-1,9.485025787E0
2.522477079E1,1.155297546E0,3.418890381E-1,9.712552643E0
2.523478479E1,8.565188599E-1,2.418969727E-1,9.633367310E0
2.524479779E1,3.403921509E-1,2.228865051E-1,9.713750153E0
2.525481179E1,2.384541321E-1,2.601589966E-1,1.006761429E1
2.526482579E1,1.492396545E-1,4.147874451E-1,1.022703278E1
2.527483979E1,5.478607178E-2,6.556365967E-1,9.880952454E0
2.528485279E1,-5.822891235E-2,7.017407227E-1,9.444160767E0
2.529486679E1,-3.698808289E-1,4.831951904E-1,9.481732635E0
2.530488079E1,-8.723858643E-1,4.222718811E-1,9.656119995E0
2.531489479E1,-9.581575012E-1,5.589376831E-1,9.911189575E0
2.532490779E1,-1.069226532E0,6.289920044E-1,1.024020538E1
2.533492179E1,-1.251697083E0,6.081852722E-1,1.002495300E1
2.534493579E1,-1.685195618E0,3.990701294E-1,9.760003967E0
2.535494979E1,-1.768123169E0,5.291496277E-1,9.615404663E0
2.536496279E1,-1.954186249E0,5.890251160E-1,9.341773682E0
2.537497679E1,-2.262844391E0,4.445755005E-1,9.314081268E0
2.538499079E1,-2.540516968E0,4.189787292E-1,9.514813843E0
2.539500379E1,-2.742297363E0,6.131250000E-1,9.723928986E0
2.540501779E1,-2.696791992E0,8.226892090E-1,9.411528625E0
2.541503179E1,-2.872376862E0,9.072633362E-1,9.164841614E0
2.542504579E1,-3.263513489E0,8.123606873E-1,9.219627686E0
2.543505879E1,-3.620970154E0,7.198530579E-1,9.550739136E0
2.544507279E1,-3.690725098E0,9.654922485E-1,1.011940659E1
2.545508679E1,-3.732937317E0,1.215622101E0,1.026355682E1
2.546510079E1,-3.894002380E0,1.216819611E0,9.920619965E0
2.547511379E1,-3.961961060E0,1.301842804E0,9.723779297E0
2.548512779E1,-4.027674408E0,1.546134796E0,9.865534515E0
2.549514179E1,-4.103566589E0,1.647773438E0,9.911339264E0
2.550515579E1,-4.121229858E0,1.612446899E0,9.766141205E0
2.551516879E1,-4.261937256E0,1.495689697E0,9.587113495E0
2.552518279E1,-4.439617767E0,1.223106537E0,9.276210022E0
2.553519679E1,-4.619094543E0,1.015787659E0,8.940907288E0
2.554521079E1,-4.738546143E0,9.955796814E-1,9.041198730E0
2.555522379E1,-4.733606415E0,1.300495605E0,9.027127991E0
2.556523779E1,-4.579127655E0,1.592089233E0,8.714278564E0
2.557525179E1,-4.537963257E0,1.396446075E0,8.658145294E0
2.558526479E1,-4.557722168E0,1.168320465E0,8.618477783E0
2.559527879E1,-4.533921661E0,1.252595215E0,8.374934235E0
2.560529279E1,-4.349654846E0,1.576521606E0,8.410859528E0
2.561530679E1,-4.106859741E0,1.510209503E0,8.538693695E0
2.562531979E1,-4.164489899E0,1.487007751E0,8.557554474E0
2.563533379E1,-4.071233826E0,1.576671295E0,8.669371948E0
2.564534779E1,-4.015699310E0,1.272204437E0,8.533304901E0
2.565536179E1,-3.792663116E0,7.970924377E-1,8.354726257E0
2.566537479E1,-3.768563232E0,1.493893433E-1,7.948321381E0
2.567538879E1,-4.301305389E0,4.610412598E-2,7.847730560E0
2.568540279E1,-4.682861938E0,3.739224243E-1,8.256530457E0
2.569541579E1,-4.663552094E0,8.976832581E-1,8.650960236E0
2.570542979E1,-4.512216797E0,1.259780273E0,8.893905029E0
2.571544379E1,-4.620741119E0,1.369202728E0,8.940458221E0
2.572545779E1,-4.768334198E0,1.280886383E0,8.942853241E0
2.573547079E1,-4.877756653E0,1.161883850E0,8.820407867E0
2.574548479E1,-5.220394135E0,1.116079102E0,8.680598602E0
2.575549879E1,-5.529052277E0,1.116079102E0,8.630901947E0
2.576551279E1,-5.681435394E0,8.322692871E-1,8.508306885E0
2.577552579E1,-5.640570374E0,8.093669128E-1,8.218808899E0
2.578553979E1,-5.500461731E0,8.722361755E-1,7.983947296E0
2.579555379E1,-5.490133209E0,1.038839722E0,7.762557678E0
2.580556779E1,-5.486091614E0,1.386566620E0,7.857310638E0
2.581558079E1,-5.673202515E0,1.756297760E0,8.066276093E0
2.582559479E1,-5.914949799E0,2.035317535E0,8.227041779E0
2.583560879E1,-6.055507507E0,2.156565399E0,8.149952087E0
2.584562279E1,-6.112389221E0,2.001338196E0,7.911348267E0
2.585563579E1,-6.125861206E0,1.695374451E0,7.649542694E0
2.586564979E1,-6.221811676E0,1.676064606E0,7.354805603E0
2.587566379E1,-6.360124054E0,1.658401337E0,6.991960144E0
2.588567779E1,-6.556815033E0,1.539847870E0,6.683152313E0
2.589569079E1,-6.943760376E0,1.344204712E0,6.444099426E0
2.590570479E1,-7.441774750E0,1.136736145E0,6.281238098E0
2.591571879E1,-7.578290863E0,9.048683167E-1,6.345454559E0
2.592573179E1,-7.555238800E0,8.485853577E-1,6.378236389E0
2.593574579E1,-7.666756897E0,8.955876160E-1,6.346502380E0
2.594575979E1,-7.978708191E0,8.848100281E-1,6.031108246E0
2.595577379E1,-8.146808624E0,8.544232178E-1,5.569917297E0
2.596578679E1,-8.313112793E0,6.486012268E-1,5.173391876E0
2.597580079E1,-8.963510284E0,5.652246094E-1,4.843477936E0
2.598581479E1,-9.404792633E0,3.595523071E-1,4.526137848E0
2.599582879E1,-9.558672638E0,2.139051819E-1,4.626129913E0
2.600584179E1,-9.418713684E0,1.354682922E-1,4.800068207E0
2.601585579E1,-9.275910645E0,8.008346558E-2,4.854854279E0
2.602586979E1,-9.164093170E0,1.139131165E-1,4.730912018E0
2.603588379E1,-9.000333710E0,7.798782349E-2,4.416715393E0
2.604589679E1,-8.854087830E0,1.266366577E-1,4.176764374E0
2.605591079E1,-8.763376465E0,2.302212524E-1,4.036356354E0
2.606592479E1,-8.854087830E0,2.058219910E-1,3.909420319E0
2.607593879E1,-9.027876434E0,2.002835083E-1,3.774850159E0
2.608595179E1,-9.210197296E0,1.990859985E-1,3.679199066E0
2.609596596E1,-9.242080994E0,1.502874756E-1,3.575764160E0
2.610597996E1,-9.101523285E0,1.805245972E-1,3.534300385E0
2.611599296E1,-9.016799469E0,3.135978699E-1,3.618126068E0
2.612600696E1,-9.080417175E0,3.174897766E-1,3.593427429E0
2.613602096E1,-9.120683441E0,4.116439819E-1,3.388204193E0
2.614603496E1,-9.161997528E0,5.542973328E-1,3.152594147E0
2.615604796E1,-9.212592316E0,5.373825073E-1,2.938688965E0
2.616606196E1,-9.287736053E0,4.008663940E-1,2.840642853E0
2.617607596E1,-9.381890259E0,1.669029236E-1,2.934048615E0
2.618608996E1,-9.424252167E0,7.244934082E-2,3.118914185E0
2.619610296E1,-9.472152557E0,-1.601669312E-2,3.088078308E0
2.620611696E1,-9.386530609E0,-1.062789917E-2,3.050656128E0
2.621613096E1,-9.369466095E0,1.916015625E-2,3.086880798E0
2.622614496E1,-9.476493530E0,1.582209778E-1,2.913541260E0
2.623615796E1,-9.581874390E0,3.213816833E-1,2.649041290E0
2.624617196E1,-9.510173492E0,5.376818848E-1,2.333647156E0
2.625618596E1,-9.588460693E0,6.415658569E-1,2.327210541E0
2.626619996E1,-9.760602722E0,5.824388123E-1,2.333497467E0
2.627621296E1,-9.774074707E0,4.790039062E-1,2.244582367E0
2.628622696E1,-9.637408905E0,3.149450684E-1,2.327809296E0
2.629624096E1,-9.514963531E0,2.103126526E-1,2.618953857E0
2.630625496E1,-9.513167267E0,2.168989563E-1,2.736908569E0
2.631626796E1,-9.605076141E0,3.206332397E-1,2.586920471E0
2.632628196E1,-9.754764862E0,3.095562744E-1,2.515818329E0
2.633629596E1,-9.580976257E0,4.076023865E-1,2.621049500E0
2.634630896E1,-9.444160767E0,4.653822327E-1,2.423759766E0
2.635632296E1,-9.413923645E0,4.866380310E-1,2.229763184E0
2.636633696E1,-9.341923370E0,7.008425903E-1,2.010469208E0
2.637635096E1,-9.453890533E0,6.735992432E-1,1.612596588E0
2.638636396E1,-9.350156250E0,5.123844910E-1,1.287173309E0
2.639637796E1,-8.980125732E0,4.414320374E-1,1.155147858E0
2.640639196E1,-8.847202148E0,3.805087280E-1,1.051563263E0
2.641640596E1,-8.966653748E0,5.412744141E-1,1.368154907E0
2.642641896E1,-9.232500916E0,9.602531433E-1,1.653012543E0
2.643643296E1,-9.614057465E0,1.359023895E0,1.918410645E0
2.644644696E1,-1.002615051E1,1.308578796E0,1.937720490E0
2.645646096E1,-9.931996307E0,1.060394897E0,1.665736084E0
2.646647396E1,-9.708960114E0,6.527925110E-1,1.082848206E0
2.647648796E1,-9.537716217E0,4.191284180E-1,4.963677979E-1
2.648650196E1,-9.347611542E0,3.698808289E-1,1.974394226E-1
2.649651596E1,-9.297316132E0,5.370831299E-1,1.880090332E-1
2.650652896E1,-9.583820343E0,5.074447632E-1,5.426216125E-1
2.651654296E1,-9.939181366E0,5.719606018E-1,9.448352051E-1
2.652655696E1,-1.016206787E1,5.272036743E-1,9.913883972E-1
2.653657096E1,-1.026191025E1,5.204676819E-1,9.880952454E-1
2.654658396E1,-1.037971527E1,4.104464722E-1,8.345146179E-1
2.655659796E1,-1.025008484E1,2.498304749E-1,5.560935974E-1
2.656661196E1,-1.008572662E1,2.466870117E-1,3.471281433E-1
2.657662496E1,-1.002630020E1,4.019142151E-1,2.637515259E-1
2.658663896E1,-1.004695724E1,3.628454590E-1,4.447251892E-1
2.659665296E1,-1.026295807E1,2.823129272E-1,5.942642212E-1
2.660666696E1,-1.059601547E1,3.384461975E-1,6.707551575E-1
2.661667996E1,-1.100496506E1,4.596940613E-1,7.301815796E-1
2.662669396E1,-1.134954849E1,4.420307922E-1,8.985813904E-1
2.663670796E1,-1.146495850E1,3.649411011E-1,1.103505249E0
2.664672196E1,-1.137888748E1,2.616558838E-1,1.013692017E0
2.665673496E1,-1.128323639E1,1.083746338E-1,8.665480042E-1
2.666674896E1,-1.117201767E1,-5.089416504E-2,1.100960541E0
2.667676296E1,-1.126781845E1,-1.082249451E-1,1.337917786E0
2.668677696E1,-1.166703827E1,2.395019531E-2,1.426234131E0
2.669678996E1,-1.175969559E1,1.454974365E-1,1.681004333E0
2.670680396E1,-1.163141235E1,1.374142456E-1,1.891316986E0
2.671681796E1,-1.130958160E1,3.095562744E-1,2.025737457E0
2.672683196E1,-1.086335953E1,4.638853455E-1,1.954335938E0
2.673684496E1,-1.062071411E1,5.438191223E-1,1.936972046E0
2.674685896E1,-1.055260574E1,6.029461670E-1,1.921105042E0
2.675687296E1,-1.026415558E1,7.358697510E-1,2.304906921E0
2.676688596E1,-9.965526581E0,9.142987061E-1,2.678829346E0
2.677689996E1,-9.772128754E0,9.247769165E-1,2.775528259E0
2.678691396E1,-9.495803375E0,9.211843872E-1,2.950514374E0
2.679692796E1,-9.121731262E0,1.035097504E0,3.225492554E0
2.680694096E1,-8.732241211E0,1.144220581E0,3.488345947E0
2.681695496E1,-8.707542572E0,9.812095642E-1,2.985840912E0
2.682696896E1,-8.532855835E0,7.863148499E-1,3.239563293E0
2.683698296E1,-8.386759644E0,5.965095520E-1,3.502865753E0
2.684699596E1,-8.274792480E0,4.096980286E-1,3.581302643E0
2.685700996E1,-8.222850494E0,4.602928162E-1,3.807182922E0
2.686702396E1,-8.183332672E0,6.393205261E-1,3.975582733E0
2.687703796E1,-7.936645660E0,5.716612244E-1,4.337380371E0
2.688705096E1,-7.617209930E0,3.733236694E-1,4.863835602E0
2.689706496E1,-7.472760315E0,2.176473999E-1,5.230273590E0
2.690707896E1,-7.403753815E0,2.902464294E-1,5.281317444E0
2.691709296E1,-7.368876343E0,4.818479919E-1,5.130281525E0
2.692710596E1,-7.409292297E0,2.983296204E-1,5.306614838E0
2.693711996E1,-7.289990387E0,2.923420715E-1,5.637875977E0
2.694713396E1,-7.043752441E0,3.119512939E-1,5.917943573E0
2.695714796E1,-7.015161896E0,8.951385498E-2,6.336473236E0
2.696716096E1,-7.089407501E0,3.308120728E-2,6.338419189E0
2.697717496E1,-7.024292908E0,-1.766326904E-2,6.377338257E0
2.698718896E1,-6.707252197E0,-2.020797729E-2,6.853947144E0
2.699720196E1,-6.275400238E0,-1.845661926E-1,7.317533112E0
2.700721596E1,-5.942941589E0,5.254074097E-2,7.647596741E0
2.701722996E1,-5.805527344E0,5.399272156E-1,7.987090759E0
2.702724396E1,-5.658682709E0,1.056502991E0,8.344547424E0
2.703725696E1,-5.637726288E0,1.394051056E0,8.586743774E0
2.704727096E1,-5.586981812E0,1.777104492E0,8.596623230E0
2.705728496E1,-5.365741882E0,1.971101074E0,8.562494202E0
2.706729896E1,-5.135520630E0,1.690434723E0,8.590635681E0
2.707731196E1,-5.027145996E0,1.415157166E0,8.601413269E0
2.708732596E1,-5.127886505E0,1.261426849E0,8.405321045E0
2.709733942E1,-5.237009583E0,1.037791901E0,8.209677887E0
2.710735342E1,-5.005590820E0,8.686436462E-1,8.173902283E0
2.711736642E1,-4.675976257E0,8.199948120E-1,8.217461700E0
2.712738042E1,-4.566853180E0,7.747888184E-1,8.222102051E0
2.713739442E1,-4.571942596E0,8.466394043E-1,8.465645599E0
2.714740842E1,-4.594545593E0,1.065783691E0,8.700956268E0
2.715742142E1,-4.598138123E0,1.218765564E0,8.841364288E0
2.716743542E1,-4.509372711E0,1.465901642E0,9.077124023E0
2.717744942E1,-4.344116364E0,1.599274292E0,9.388177185E0
2.718746342E1,-4.077221375E0,1.759590912E0,9.661508789E0
2.719747642E1,-3.676654358E0,1.763033752E0,9.798324280E0
2.720749042E1,-3.329526215E0,1.483265533E0,9.588909760E0
2.721750442E1,-3.139720917E0,1.320254517E0,9.558822327E0
2.722751742E1,-2.877615967E0,1.328786774E0,9.790989532E0
2.723753142E1,-3.025209045E0,1.376687164E0,1.018302429E1
2.724754542E1,-3.412304077E0,1.601669312E0,1.079285614E1
2.725755942E1,-3.588188324E0,1.685644684E0,1.091096054E1
2.726757242E1,-3.032244415E0,1.629212036E0,1.085482727E1
2.727758642E1,-2.305056610E0,1.618135071E0,1.094943054E1
2.728760042E1,-1.961520996E0,1.541793823E0,1.048135391E1
2.729761442E1,-1.767674103E0,1.645827484E0,9.956096191E0
2.730762742E1,-1.783840485E0,1.742077332E0,9.677076416E0
2.731764142E1,-1.633553009E0,1.850002899E0,1.025352768E1
2.732765542E1,-1.195414124E0,1.779349823E0,1.102801712E1
2.733766942E1,-6.680607605E-1,1.753902740E0,1.065259781E1
2.734768242E1,8.375083923E-1,1.291065216E0,1.083940933E1
2.735769642E1,2.035167847E0,4.052073669E-1,1.018018021E1
2.736771042E1,1.847158813E0,5.020559692E-1,9.200617218E0
2.737772442E1,6.997947693E-1,4.698728943E-1,8.587492218E0
2.738773742E1,-4.927752686E-1,-4.715194702E-1,8.007448425E0
2.739775142E1,-4.053570557E-1,-1.332229614E0,7.787855072E0
2.740776542E1,5.736071777E-1,-1.559756470E0,7.790699158E0
2.741777942E1,2.315235443E0,-8.005352783E-1,8.535101166E0
2.742779242E1,2.792143707E0,-4.049079895E-1,8.543932800E0
2.743780642E1,2.637515259E0,-4.053570557E-1,8.359815674E0
2.744782042E1,2.726130981E0,-5.650749207E-1,8.397537231E0
2.745783342E1,2.621498566E0,-8.786727905E-1,8.477171631E0
2.746784742E1,2.482587433E0,-1.052162018E0,8.635093231E0
2.747786142E1,2.446662140E0,-9.388476562E-1,8.678502960E0
2.748787542E1,2.641257477E0,-8.183482361E-1,9.063801727E0
2.749788842E1,2.837649078E0,-7.114704895E-1,9.565558319E0
2.750790242E1,2.865790558E0,-6.523434448E-1,9.630822601E0
2.751791642E1,2.913391571E0,-4.614903259E-1,9.535470886E0
2.752793042E1,2.955304413E0,-2.270777893E-1,9.656419373E0
2.753794342E1,3.180585938E0,-1.763333130E-1,9.602082367E0
2.754795742E1,3.058140564E0,-5.474116516E-1,9.737700348E0
2.755797142E1,3.137176208E0,-9.422904968E-1,9.843979340E0
2.756798542E1,3.456013184E0,-1.025068359E0,9.679920502E0
2.757799842E1,3.382665710E0,-1.053658905E0,9.469009094E0
2.758801242E1,3.448828125E0,-9.268725586E-1,9.231602783E0
2.759802642E1,3.753294983E0,-7.848179626E-1,8.960217133E0
2.760804042E1,3.925287323E0,-7.885601807E-1,8.437504120E0
2.761805342E1,4.147275696E0,-9.044192505E-1,8.202941895E0
2.762806742E1,4.499193878E0,-1.041085052E0,8.560697937E0
2.763808142E1,4.358486481E0,-1.148262177E0,8.701405334E0
2.764809542E1,4.265380096E0,-1.252744904E0,9.055568848E0
2.765810842E1,4.396657104E0,-1.454076233E0,9.651030579E0
2.766812242E1,4.316274261E0,-1.342109070E0,9.393116913E0
2.767813642E1,4.506528625E0,-1.052162018E0,8.817563782E0
2.768814942E1,4.775369568E0,-9.436376953E-1,8.153694305E0
2.769816342E1,4.832700348E0,-9.886940002E-1,7.630232849E0
2.770817742E1,5.222340088E0,-1.012045441E0,7.196884003E0
2.771819142E1,5.403762817E0,-1.116079102E0,7.014114075E0
2.772820442E1,5.437442780E0,-1.074315948E0,7.241191864E0
2.773821842E1,5.668562164E0,-1.132993927E0,7.779023438E0
2.774823242E1,5.873935089E0,-1.234333191E0,8.114176483E0
2.775824642E1,5.537135468E0,-1.176403656E0,7.744744720E0
2.776825942E1,5.563780060E0,-9.298663330E-1,7.543114014E0
2.777827342E1,5.954018555E0,-8.431965637E-1,7.927514648E0
2.778828742E1,5.625451813E0,-1.051712952E0,8.409662018E0
2.779830142E1,5.312602386E0,-9.978250122E-1,8.516090698E0
2.780831442E1,5.427862701E0,-9.440867615E-1,8.278385010E0
2.781832842E1,5.626050568E0,-1.046623535E0,7.995623016E0
2.782834242E1,5.965394897E0,-8.083190918E-1,7.602091370E0
2.783835642E1,6.240073700E0,-7.529342651E-1,6.997947693E0
2.784836942E1,6.451883240E0,-9.458830261E-1,6.609206085E0
2.785838342E1,7.180567932E0,-9.771679688E-1,6.694229279E0
2.786839742E1,7.382198639E0,-1.129251709E0,6.617289276E0
2.787841142E1,7.394473114E0,-1.223106537E0,6.751859436E0
2.788842442E1,7.266788635E0,-1.156644745E0,6.942562866E0
2.789843842E1,7.137307892E0,-1.085093536E0,7.113507385E0
2.790845242E1,7.225923615E0,-1.165177002E0,6.947053528E0
2.791846542E1,6.993906097E0,-1.179247742E0,6.860982513E0
2.792847942E1,7.222181396E0,-9.768685913E-1,6.378535767E0
2.793849342E1,7.527546387E0,-9.051676941E-1,5.682483215E0
2.794850742E1,7.791148224E0,-9.672885132E-1,5.110971680E0
2.795852042E1,8.076005859E0,-1.022673340E0,4.868326263E0
2.796853442E1,8.344397736E0,-1.049916687E0,5.075944519E0
2.797854842E1,7.958799591E0,-1.050814819E0,5.648503876E0
2.798856242E1,7.862998810E0,-9.656419373E-1,6.194119263E0
2.799857542E1,7.972121887E0,-9.675878906E-1,6.153703308E0
2.800858942E1,7.965385895E0,-9.442364502E-1,5.926625519E0
2.801860342E1,8.077353058E0,-9.994715881E-1,5.482199707E0
2.802861742E1,7.844437408E0,-1.035546570E0,4.918771362E0
2.803863042E1,7.980803833E0,-9.125024414E-1,4.621938629E0
2.804864442E1,8.915160828E0,-1.002465363E0,3.818110199E0
2.805865842E1,8.985963593E0,-1.078207855E0,3.437002716E0
2.806867242E1,8.934919739E0,-9.788145447E-1,3.277135162E0
2.807868542E1,8.735384674E0,-9.104067993E-1,3.317251740E0
2.808869942E1,8.725355530E0,-9.976753235E-1,3.347638550E0
2.809871371E1,8.474776611E0,-1.438508606E0,3.472928009E0
2.810872771E1,8.420439606E0,-1.878294067E0,3.694617004E0
2.811874071E1,8.318351898E0,-1.916165314E0,3.933520203E0
2.812875471E1,8.053702240E0,-1.884880371E0,4.186793518E0
2.813876871E1,7.918832703E0,-1.834884338E0,4.134252777E0
2.814878171E1,7.720944214E0,-1.793121185E0,3.827091522E0
2.815879571E1,7.952812042E0,-2.117945709E0,3.958069153E0
2.816880971E1,8.164172516E0,-2.347867584E0,4.025129700E0
2.817882371E1,7.965685272E0,-2.673290863E0,4.229604492E0
2.818883671E1,7.602989502E0,-2.917433167E0,4.660408630E0
2.819885071E1,7.183561707E0,-3.140768738E0,5.208419037E0
2.820886471E1,6.982380066E0,-3.294049988E0,5.823190613E0
2.821887871E1,6.898105316E0,-3.361709290E0,6.389762421E0
2.822889171E1,6.836583252E0,-3.292553101E0,6.663393402E0
2.823890571E1,6.801705780E0,-3.134781189E0,6.517147522E0
2.824891971E1,6.915618896E0,-3.182382202E0,6.256539459E0
2.825893371E1,7.143445129E0,-3.111429749E0,5.899980927E0
2.826894671E1,7.244784393E0,-3.199746094E0,5.570216675E0
2.827896071E1,7.013515320E0,-3.618575134E0,5.552104340E0
2.828897471E1,6.720873871E0,-4.066294098E0,5.900579681E0
2.829898871E1,6.473588104E0,-4.395908661E0,6.525979156E0
2.830900171E1,6.080655212E0,-4.711003418E0,6.954088898E0
2.831901571E1,5.767356720E0,-4.654570770E0,6.997947693E0
2.832902971E1,5.621859283E0,-4.162244568E0,6.616840210E0
2.833904371E1,5.568270721E0,-3.730841675E0,6.095474396E0
2.834905671E1,5.625900879E0,-3.799548798E0,5.629493408E0
2.835907071E1,5.797893219E0,-4.154011688E0,5.278323669E0
2.836908471E1,5.915249176E0,-4.633464661E0,5.196593628E0
2.837909771E1,5.890849915E0,-5.264552307E0,5.674250336E0
