"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.362888242E1,-9.837542725E-1,2.421963501E-1,9.840686188E0
1.363889642E1,-8.560697937E-1,3.159928894E-1,9.744436340E0
1.364890942E1,-6.653663635E-1,2.456391907E-1,9.705966339E0
1.365892342E1,-3.963757324E-1,2.230361938E-2,9.740544434E0
1.366893742E1,-1.908531189E-1,-9.699829102E-2,9.738149414E0
1.367895042E1,-1.297801208E-1,-6.855743408E-2,9.765243073E0
1.368896442E1,-1.113684082E-1,1.080752563E-1,9.730365601E0
1.369897842E1,-1.073268127E-1,2.505789185E-1,9.669292603E0
1.370899242E1,-1.558259583E-1,3.601510620E-1,9.537416840E0
1.371900542E1,-1.194515991E-1,5.197192383E-1,9.430988159E0
1.372901942E1,-2.978805542E-2,5.679190063E-1,9.452094269E0
1.373903342E1,-5.254074097E-2,4.993615723E-1,9.544302521E0
1.374904642E1,-5.583389282E-2,4.517605591E-1,9.659113770E0
1.375906042E1,-5.777984619E-2,4.195774841E-1,9.861343231E0
1.376907442E1,-1.038839722E-1,4.340972900E-1,9.898615723E0
1.377908842E1,-3.308120728E-2,5.929170227E-1,9.917775879E0
1.378910142E1,4.101470947E-2,5.614823914E-1,9.915979614E0
1.379911542E1,-2.844085693E-2,4.255650330E-1,9.879455566E0
1.380912942E1,-6.466552734E-2,4.763095093E-1,9.900711365E0
1.381914242E1,-8.801696777E-2,4.837939453E-1,9.900262299E0
1.382915642E1,-1.526824951E-2,5.189707947E-1,9.934391327E0
1.383917042E1,-1.023870850E-1,4.876858521E-1,9.931397552E0
1.384918442E1,-2.333647156E-1,4.602928162E-1,1.000175125E1
1.385919742E1,-3.611988831E-1,5.093907166E-1,9.995464325E0
1.386921142E1,-4.134402466E-1,5.539979553E-1,9.890532532E0
1.387922542E1,-3.528163147E-1,6.358776855E-1,9.812993774E0
1.388923842E1,-2.830613708E-1,7.360194397E-1,9.714049530E0
1.389925242E1,-2.164498901E-1,6.860234070E-1,9.823022919E0
1.390926642E1,-1.724414062E-1,4.781057739E-1,1.003647903E1
1.391928042E1,-1.040336609E-1,3.691323853E-1,1.017419266E1
1.392929342E1,-1.374142456E-1,3.394940186E-1,9.976004791E0
1.393930742E1,-1.445993042E-1,5.478607178E-1,9.589059448E0
1.394932142E1,1.038839722E-1,1.146016846E0,9.808353424E0
1.395933442E1,2.228865051E-1,1.171763306E0,1.004321503E1
1.396934842E1,2.185455322E-1,9.807604980E-1,9.774374084E0
1.397936242E1,3.733236694E-1,1.041683807E0,9.678423615E0
1.398937642E1,4.281097412E-1,7.391629028E-1,9.558972015E0
1.399938942E1,4.516108704E-1,5.628295898E-1,9.708511047E0
1.400940342E1,2.972817993E-1,6.725514221E-1,9.752968597E0
1.401941742E1,1.910028076E-1,1.085243225E0,9.861642609E0
1.402943042E1,2.089654541E-1,1.586101685E0,9.800719299E0
1.403944442E1,-8.382568359E-3,1.798509979E0,9.432784424E0
1.404945842E1,-1.977388000E-1,1.857487335E0,9.416468353E0
1.405947142E1,-4.604425049E-1,1.719174957E0,9.475745087E0
1.406948542E1,-5.583389282E-1,1.405128021E0,9.576335907E0
1.407949942E1,-3.388952637E-1,1.129401398E0,9.634265442E0
1.408951783E1,-2.157014465E-1,8.168513489E-1,9.571695557E0
1.409953083E1,-9.654922485E-2,6.497987366E-1,9.742041321E0
1.410954483E1,6.601272583E-2,6.201603699E-1,9.641749878E0
1.411955883E1,1.604663086E-1,6.262976074E-1,9.574988708E0
1.412957183E1,-2.228865051E-1,5.297483826E-1,9.494755554E0
1.413958583E1,-6.122268677E-2,7.786807251E-1,9.544452209E0
1.414959983E1,5.284011841E-2,4.784051514E-1,9.694290619E0
1.415961383E1,1.375639343E-1,2.522254944E-1,1.003917343E1
1.416962683E1,2.168989563E-1,2.980302429E-1,1.017658768E1
1.417964083E1,2.948867798E-1,2.676434326E-1,1.019425095E1
1.418965483E1,-8.307723999E-2,1.065783691E-1,1.046099625E1
1.419966783E1,-2.993774414E-3,1.864822083E0,1.049542465E1
1.420968183E1,3.998185730E-1,1.941612396E0,1.015593063E1
1.421969583E1,4.993615723E-1,1.836680603E-1,9.971214752E0
1.422970983E1,-3.370989990E-1,-3.608995056E-1,9.698032837E0
1.423972283E1,-7.475454712E-1,-3.198847961E-1,9.473499756E0
1.424973683E1,1.122665405E-2,-2.433938599E-1,9.478589172E0
1.425975083E1,2.577639771E-1,-1.806742859E-1,9.392967224E0
1.426976383E1,-7.496411133E-1,2.115101624E-1,9.663903809E0
1.427977783E1,-1.061742096E0,5.327421570E-1,9.976753235E0
1.428979183E1,-1.288370819E0,4.685256958E-1,1.021101608E1
1.429980583E1,-1.353485413E0,1.842668152E-1,1.022748184E1
1.430981883E1,-1.359023895E0,-7.484436035E-4,9.978848877E0
1.431983283E1,-1.219364319E0,-1.880090332E-1,9.800719299E0
1.432984683E1,-1.095721436E0,-8.577163696E-2,9.813442841E0
1.433985983E1,-9.747729492E-1,1.347198486E-1,9.820627899E0
1.434987383E1,-9.454339600E-1,1.996847534E-1,9.640103302E0
1.435988783E1,-8.494834900E-1,2.195933533E-1,9.424252167E0
1.436990083E1,-9.386979675E-1,2.357597351E-1,9.405541077E0
1.437991483E1,-8.488847351E-1,1.883084106E-1,9.478140106E0
1.438992883E1,-7.804769897E-1,-5.269042969E-2,9.621691589E0
1.439994283E1,-4.960684204E-1,8.532257080E-3,9.846074982E0
1.440995583E1,-1.450483704E-1,4.930746460E-1,9.884694672E0
1.441996983E1,4.655319214E-2,8.024812317E-1,9.846823425E0
1.442998383E1,2.374063110E-1,8.774752808E-1,9.886041870E0
1.443999683E1,3.778143311E-1,7.846682739E-1,1.002540207E1
1.445001083E1,4.809498596E-1,7.210505676E-1,1.012599289E1
1.446002483E1,4.969665527E-1,8.659492493E-1,1.014081207E1
1.447003883E1,4.858895874E-1,1.070274353E0,1.000624191E1
1.448005183E1,3.158432007E-1,9.963281250E-1,9.926008759E0
1.449006583E1,1.426533508E-1,6.327342224E-1,9.831106110E0
1.450007983E1,-1.077758789E-1,3.561094666E-1,9.774972839E0
1.451009283E1,-1.528321838E-1,1.802252197E-1,9.719288635E0
1.452010683E1,1.134640503E-1,-5.748046875E-2,9.580227814E0
1.453012083E1,3.644920349E-1,-2.745291138E-1,9.438771973E0
1.454013483E1,4.772076416E-1,-8.652008057E-2,9.514664154E0
1.455014783E1,5.529501343E-1,4.059558105E-1,9.785600739E0
1.456016183E1,6.448590088E-1,5.292993164E-1,9.751022644E0
1.457017583E1,3.773652649E-1,4.207749939E-1,9.527088318E0
1.458018883E1,-2.320175171E-1,4.824467468E-1,9.555080109E0
1.459020283E1,-2.324665833E-1,-2.035766602E-2,9.484277344E0
1.460021683E1,-2.041754150E-1,-4.658312988E-1,9.518106995E0
1.461022983E1,-2.850073242E-1,-3.646417236E-1,9.545200653E0
1.462024383E1,-2.727328491E-1,-1.552272034E-1,9.514215088E0
1.463025783E1,-1.435514832E-1,-1.704954529E-1,9.581575012E0
1.464027183E1,-9.595046997E-2,-2.974314880E-1,9.740843811E0
1.465028483E1,-5.927673340E-2,-3.164419556E-1,9.940827942E0
1.466029883E1,-4.790039063E-2,-4.736151123E-1,1.013482452E1
1.467031283E1,1.721420288E-2,-5.601351929E-1,1.023436752E1
1.468032583E1,2.227368164E-1,-4.239184570E-1,1.036998550E1
1.469033983E1,3.852987671E-1,-1.686991882E-1,1.050156189E1
1.470035383E1,5.532495117E-1,-5.748046875E-2,1.042297531E1
1.471036783E1,6.979985046E-1,-1.553768921E-1,1.004156845E1
1.472038083E1,6.285429382E-1,-4.336482239E-1,9.774823151E0
1.473039483E1,4.445755005E-1,-4.562512207E-1,9.731563110E0
1.474040883E1,5.501060486E-1,-5.049000549E-1,9.604776764E0
1.475042183E1,5.057981873E-1,-5.682183838E-1,9.557175751E0
1.476043583E1,5.914201355E-1,-3.685336304E-1,9.505682831E0
1.477044983E1,6.821315002E-1,-1.348695374E-1,9.342671814E0
1.478046283E1,6.321354675E-1,-3.083587646E-2,9.401948547E0
1.479047683E1,6.369255066E-1,4.625381470E-2,9.512119446E0
1.480049083E1,8.204438782E-1,9.729766846E-3,9.505832520E0
1.481050483E1,9.232800293E-1,-7.888595581E-2,9.304650879E0
1.482051783E1,7.578739929E-1,2.562670898E-1,9.454040222E0
1.483053183E1,8.496331787E-1,1.013692017E0,1.057640625E1
1.484054583E1,1.266366577E0,7.756869507E-1,1.051218979E1
1.485055883E1,1.385967865E0,2.671943665E-1,1.012524445E1
1.486057283E1,1.365610199E0,4.564009094E-1,9.932445374E0
1.487058683E1,1.315464478E0,8.541238403E-1,9.936486969E0
1.488060083E1,9.527687073E-1,8.140072632E-1,1.021430923E1
1.489061383E1,9.897418213E-1,6.206094360E-1,9.757908325E0
1.490062783E1,7.601193237E-1,6.861730957E-1,9.971663818E0
1.491064183E1,6.104306030E-1,6.680607605E-1,1.004650818E1
1.492065483E1,6.435118103E-1,8.690927124E-1,1.009560608E1
1.493066883E1,7.463479614E-1,6.450086975E-1,9.897717590E0
1.494068283E1,6.735992432E-1,2.541714478E-1,9.799372101E0
1.495069683E1,6.503974915E-1,-8.936416626E-2,9.602082367E0
1.496070983E1,4.951702881E-1,-4.872367859E-1,9.325607300E0
1.497072383E1,1.728904724E-1,-7.327262878E-1,9.410480804E0
1.498073783E1,-9.490264893E-2,-6.239025879E-1,9.560618591E0
1.499075083E1,-1.983375549E-1,-5.002597046E-1,9.631271667E0
1.500076483E1,-3.525169373E-1,-3.893403625E-1,9.772278442E0
1.501077883E1,-4.454736328E-1,-2.541714478E-1,9.777367859E0
1.502079183E1,-5.706134033E-1,-1.980381775E-1,9.736053772E0
1.503080583E1,-7.632627869E-1,-2.344125366E-1,9.756561127E0
1.504081983E1,-9.107061768E-1,-5.791456604E-1,9.496851196E0
1.505083383E1,-1.221909027E0,-8.222401428E-1,9.542955322E0
1.506084683E1,-1.560953979E0,-6.348298645E-1,9.767638092E0
1.507086083E1,-1.502575378E0,-4.535568237E-1,9.796977081E0
1.508087483E1,-1.389560394E0,-1.998344421E-1,9.892179108E0
1.509088429E1,-1.253493347E0,2.722837830E-1,1.004186783E1
1.510089729E1,-9.104067993E-1,9.023236084E-1,1.011940659E1
1.511091129E1,-3.429368591E-1,1.154399414E0,1.000115250E1
1.512092529E1,-1.766326904E-2,3.808081055E-1,9.610315247E0
1.513093829E1,-5.370831299E-1,-6.409671021E-1,9.436826019E0
1.514095229E1,-1.399140472E0,-7.490423584E-1,9.781409454E0
1.515096629E1,-1.903591461E0,-6.173162842E-1,9.886940002E0
1.516097929E1,-1.997146912E0,-3.591032410E-1,9.937085724E0
1.517099329E1,-1.835932159E0,1.586700439E-2,9.951755219E0
1.518100729E1,-1.346899109E0,4.333488464E-1,1.011790970E1
1.519102129E1,-7.002438354E-1,5.255570984E-1,1.025921585E1
1.520103429E1,-1.474433899E-1,-2.380050659E-2,9.335187378E0
1.521104829E1,-2.305206299E-1,-2.598596191E-1,9.620045013E0
1.522106229E1,-7.030879211E-1,-5.201683044E-1,9.547895050E0
1.523107529E1,-1.085392914E0,-5.242098999E-1,9.762398987E0
1.524108929E1,-1.376836853E0,-3.388952637E-1,1.004785538E1
1.525110329E1,-1.366508331E0,-1.272354126E-1,1.025337799E1
1.526111729E1,-1.148711243E0,-3.707789612E-1,1.035097504E1
1.527113029E1,-9.725276184E-1,-3.977229309E-1,1.026101212E1
1.528114429E1,-6.167175293E-1,4.791535950E-1,1.011626312E1
1.529115829E1,-5.737568665E-1,3.035687256E-1,9.882149963E0
1.530117129E1,-5.255570984E-1,-5.553451538E-2,9.539811859E0
1.531118529E1,-2.628533936E-1,-1.305285645E-1,9.569450226E0
1.532119929E1,-4.487667847E-1,-1.502874756E-1,9.640402679E0
1.533121329E1,-5.950126648E-1,-7.634124756E-2,9.870923309E0
1.534122629E1,-6.484515381E-1,5.957611084E-2,1.002764740E1
1.535124029E1,-6.472540283E-1,3.050656128E-1,1.008303223E1
1.536125429E1,-5.507048035E-1,6.280938721E-1,1.003094055E1
1.537126729E1,-5.291496277E-1,7.909552002E-1,9.908495178E0
1.538128129E1,-5.364843750E-1,6.646179199E-1,9.652377777E0
1.539129529E1,-1.396595764E-1,2.773731995E-1,9.594597931E0
1.540130929E1,-1.279838562E-1,1.685494995E-1,9.694440308E0
1.541132229E1,-2.897973633E-1,1.173559570E-1,9.863738251E0
1.542133629E1,-5.980064392E-1,1.431024170E-1,9.945767670E0
1.543135029E1,-6.930587769E-1,3.600013733E-1,9.973310394E0
1.544136329E1,-4.610412598E-1,5.528004456E-1,1.001597168E1
1.545137729E1,-2.281256104E-1,8.635542297E-1,1.005459137E1
1.546139129E1,-2.140548706E-2,1.142274628E0,1.006312363E1
1.547140529E1,4.047583008E-1,1.113384705E0,1.002749771E1
1.548141829E1,4.849914551E-1,9.924362183E-1,9.851463776E0
1.549143229E1,7.188052368E-1,8.532257080E-1,9.871072998E0
1.550144629E1,9.454339600E-1,6.535409546E-1,1.025667114E1
1.551145929E1,7.111711121E-1,3.031196594E-1,1.041444305E1
1.552147329E1,1.968406677E-1,3.739224243E-1,1.023945694E1
1.553148729E1,-2.448907471E-1,7.873626709E-1,1.017883301E1
1.554150029E1,-5.227130127E-1,1.161135406E0,1.025532394E1
1.555151429E1,-7.213499451E-1,1.105900269E0,1.006521927E1
1.556152829E1,-7.201524353E-1,8.770262146E-1,9.788893890E0
1.557154229E1,-5.346881104E-1,7.830216980E-1,9.653874664E0
1.558155529E1,-5.513035583E-1,5.855822754E-1,9.862391052E0
1.559156929E1,-7.268884277E-1,4.870870972E-1,9.816436615E0
1.560158329E1,-7.198530579E-1,4.188290405E-1,9.768236847E0
1.561159729E1,-5.379812622E-1,3.427871704E-1,9.663305054E0
1.562161029E1,-2.460882568E-1,2.582130432E-1,9.590406647E0
1.563162429E1,8.023315430E-2,1.709445190E-1,9.605824585E0
1.564163829E1,3.737727356E-1,1.059796143E-1,9.558373260E0
1.565165129E1,6.215075684E-1,9.490264893E-2,9.370663605E0
1.566166529E1,7.905061340E-1,8.801696777E-2,9.143136749E0
1.567167929E1,8.872050476E-1,7.050338745E-2,8.936716003E0
1.568169329E1,7.201524353E-1,-5.164260864E-2,8.989855499E0
1.569170629E1,2.770738220E-1,-1.941462708E-1,9.267827454E0
1.570172029E1,-7.095245361E-2,-3.212319946E-1,9.596094818E0
1.571173429E1,-7.327262878E-1,-4.763095093E-1,9.971514130E0
1.572174729E1,-1.570983124E0,-6.679110718E-1,1.018167709E1
1.573176129E1,-2.191592560E0,-8.114625549E-1,1.023556503E1
1.574177529E1,-2.456541595E0,-8.415499878E-1,1.019455032E1
1.575178929E1,-2.320025482E0,-7.259902954E-1,1.021386017E1
1.576180229E1,-1.723515930E0,-4.414320374E-1,1.023197250E1
1.577181629E1,-8.220904541E-1,-9.116043091E-2,1.010668304E1
1.578183029E1,5.598358154E-2,3.864962769E-1,9.863139496E0
1.579184329E1,4.875361633E-1,5.845344543E-1,9.760453033E0
1.580185729E1,4.427792358E-1,3.966751099E-1,9.915231171E0
1.581187129E1,1.425036621E-1,1.778302002E-1,1.014380585E1
1.582188529E1,-2.145039368E-1,6.047424316E-2,1.032792297E1
1.583189829E1,-5.420228577E-1,-6.047424316E-2,1.033241364E1
1.584191229E1,-7.903564453E-1,-1.649569702E-1,1.028107040E1
1.585192629E1,-9.848020935E-1,-1.791773987E-1,1.020847137E1
1.586193929E1,-1.047671356E0,-4.924758911E-2,9.879455566E0
1.587195329E1,-9.225315857E-1,-2.888992310E-2,9.533225555E0
1.588196729E1,-7.671546936E-1,-1.056802368E-1,9.378148041E0
1.589198129E1,-7.714956665E-1,-1.532812500E-1,9.464817810E0
1.590199429E1,-6.206094360E-1,-1.553768921E-1,9.635912018E0
1.591200829E1,-7.029382324E-1,-5.328918457E-2,9.618997192E0
1.592202229E1,-8.054750061E-1,-7.020401001E-2,8.775950317E0
1.593203529E1,-2.963836670E-1,1.990859985E-2,7.883655853E0
1.594204929E1,4.730163574E-1,2.734812927E-1,8.341703339E0
1.595206329E1,6.054908752E-1,5.051994324E-1,9.209598541E0
1.596207729E1,4.219725037E-1,5.858816528E-1,9.564360809E0
1.597209029E1,1.763333130E-1,6.325845337E-1,1.025218048E1
1.598210429E1,-1.302291870E-1,7.451504517E-1,1.157962006E1
1.599211829E1,-7.062313843E-1,7.897576904E-1,1.316108139E1
1.600213129E1,-1.161883850E0,7.551795959E-1,1.406041122E1
1.601214529E1,-1.398691406E0,5.911207581E-1,1.316856583E1
1.602215929E1,-1.178948364E0,5.415737915E-1,1.178050232E1
1.603217329E1,-6.288423157E-1,6.252497864E-1,1.057880127E1
1.604218629E1,5.523513794E-2,6.304888916E-1,9.874665527E0
1.605220029E1,6.093827820E-1,4.872367859E-1,9.598489838E0
1.606221429E1,8.821156311E-1,2.947370911E-1,9.437574463E0
1.607222729E1,8.819659424E-1,1.269360352E-1,9.421408081E0
1.608224129E1,6.968009949E-1,3.233276367E-2,9.793983307E0
1.609225608E1,2.562670898E-1,-1.252894592E-1,1.047611481E1
1.610227008E1,-4.475692749E-1,-3.309617615E-1,1.088222031E1
1.611228308E1,-1.251248016E0,-4.337979126E-1,1.101274887E1
1.612229708E1,-1.866618347E0,-4.194277954E-1,1.084419937E1
1.613231108E1,-1.763033752E0,-3.314108276E-1,1.029409332E1
1.614232408E1,-8.360115051E-1,-2.799179077E-1,9.545350342E0
1.615233808E1,2.122586060E-1,-3.936813354E-1,8.964109039E0
1.616235208E1,8.798703003E-1,-5.333409119E-1,8.765322418E0
1.617236608E1,1.119821320E0,-6.280938721E-1,9.060209198E0
1.618237908E1,1.035546570E0,-6.246510315E-1,9.497000885E0
1.619239308E1,9.734257507E-1,-5.056484985E-1,9.388177185E0
1.620240708E1,9.663903809E-1,-3.159928894E-1,8.862320709E0
1.621242008E1,1.070424042E0,-2.251318359E-1,8.213270416E0
1.622243408E1,1.329086151E0,-2.905458069E-1,7.974965973E0
1.623244808E1,1.657503204E0,-3.933819580E-1,8.291258240E0
1.624246208E1,1.897154846E0,-3.433859253E-1,8.838520203E0
1.625247508E1,1.784289551E0,-1.553768921E-1,9.158404999E0
1.626248908E1,1.045575714E0,1.182540894E-2,9.194180603E0
1.627250308E1,1.847158813E-1,2.511776733E-1,9.211993561E0
1.628251608E1,-0.000000000E0,6.638694763E-1,9.242979126E0
1.629253008E1,2.797682190E-1,1.095122681E0,9.299112396E0
1.630254408E1,4.793032837E-1,1.186432800E0,9.265432434E0
1.631255808E1,5.185217285E-1,8.355624390E-1,9.101074219E0
1.632257108E1,5.662724304E-1,4.445755005E-1,8.994346161E0
1.633258508E1,6.161187744E-1,2.383044434E-1,9.138496399E0
1.634259908E1,6.707551575E-1,1.576222229E-1,9.351952515E0
1.635261208E1,6.497987366E-1,5.538482666E-2,9.460327148E0
1.636262608E1,5.724096680E-1,-1.101708984E-1,9.601782990E0
1.637264008E1,5.638774109E-1,-1.654060364E-1,9.805808716E0
1.638265408E1,5.490582275E-1,-1.624122620E-1,9.978848877E0
1.639266708E1,5.246589661E-1,-1.974394226E-1,1.005129822E1
1.640268108E1,6.029461670E-1,-2.586621094E-1,9.983339539E0
1.641269508E1,7.167095947E-1,-2.200424194E-1,9.833800507E0
1.642270808E1,6.908134460E-1,-6.451583862E-2,9.637708282E0
1.643272208E1,6.256988525E-1,-1.047821045E-2,9.537117462E0
1.644273608E1,6.569837952E-1,-1.722917175E-1,9.518705750E0
1.645275008E1,6.782395935E-1,-3.073109436E-1,9.554930420E0
1.646276308E1,6.155200195E-1,-2.532733154E-1,9.724677429E0
1.647277708E1,4.227209473E-1,-2.844085693E-2,9.855804749E0
1.648279108E1,2.013313293E-1,2.362088013E-1,9.903256073E0
1.649280408E1,1.387614441E-1,4.758604431E-1,9.949809265E0
1.650281808E1,1.538800049E-1,6.494993591E-1,9.991572418E0
1.651283208E1,1.520837402E-1,7.450007629E-1,9.931846619E0
1.652284608E1,1.821711731E-1,7.192543030E-1,9.761800232E0
1.653285908E1,1.933978271E-1,5.867797852E-1,9.527836761E0
1.654287308E1,1.390608215E-1,6.069877625E-1,9.506431274E0
1.655288708E1,8.891510010E-2,5.200186157E-1,9.680219879E0
1.656290008E1,-1.691482544E-2,5.004093933E-1,9.840087433E0
1.657291408E1,-3.614982605E-1,7.885601807E-1,1.010773087E1
1.658292808E1,-6.962022400E-1,1.076561279E0,1.024484573E1
1.659294208E1,-8.113128662E-1,1.518442383E0,1.051039352E1
1.660295508E1,-8.635542297E-1,1.904489594E0,1.088880661E1
1.661296908E1,-8.234376526E-1,1.925446014E0,1.104268661E1
1.662298308E1,-6.902146912E-1,1.374441833E0,1.082863174E1
1.663299608E1,-7.563771057E-1,1.016985168E0,9.963580627E0
1.664301008E1,-6.399192810E-1,1.062789917E0,9.704768829E0
1.665302408E1,-3.330574036E-1,1.129102020E0,9.885892181E0
1.666303808E1,-2.465373230E-1,1.180295563E0,9.843979340E0
1.667305108E1,-2.701881409E-1,1.271156616E0,9.776320038E0
1.668306508E1,-2.342628479E-1,1.368603973E0,9.689650269E0
1.669307908E1,-2.237846375E-1,1.337169342E0,9.741891632E0
1.670309208E1,-2.451901245E-1,1.281934204E0,9.739795990E0
1.671310608E1,-9.849517822E-2,1.310824127E0,9.906998291E0
1.672312008E1,1.431024170E-1,1.204545135E0,1.001507355E1
1.673313408E1,3.445834351E-1,9.846524048E-1,9.882449341E0
1.674314708E1,6.427633667E-1,8.122109985E-1,1.002165985E1
1.675316108E1,9.355545044E-1,6.164181519E-1,9.909542999E0
1.676317508E1,1.272054749E0,3.321592712E-1,9.372609558E0
1.677318808E1,1.568139038E0,1.204994202E-1,8.837472382E0
1.678320208E1,1.729952545E0,5.478607178E-2,8.602610779E0
1.679321608E1,1.838327179E0,-1.812730408E-1,9.656269684E0
1.680323008E1,1.824855194E0,-3.299139404E-1,1.038989410E1
1.681324308E1,1.686842194E0,-2.881507874E-1,1.016386414E1
1.682325708E1,1.593586121E0,-2.127076721E-1,9.972561951E0
1.683327108E1,1.583556976E0,-1.502874756E-1,1.004201752E1
1.684328408E1,1.557361450E0,-5.089416504E-2,1.002240829E1
1.685329808E1,1.507515106E0,7.319778442E-2,9.739646301E0
1.686331208E1,1.503024445E0,4.864883423E-2,9.497000885E0
1.687332608E1,1.474433899E0,-1.137634277E-1,9.445807343E0
1.688333908E1,1.408121796E0,-2.167492676E-1,9.610464935E0
1.689335308E1,1.339863739E0,-2.125579834E-1,9.827214203E0
1.690336708E1,1.269510040E0,-1.477427673E-1,9.956096191E0
1.691338008E1,1.239572296E0,-9.654922485E-2,1.000444565E1
1.692339408E1,1.238374786E0,-9.490264893E-2,1.007689499E1
1.693340808E1,1.297801208E0,-8.008346558E-2,1.014485367E1
1.694342208E1,1.418600006E0,-5.777984619E-2,1.012928604E1
1.695343508E1,1.491049347E0,-8.352630615E-2,1.013093262E1
1.696344908E1,1.461111603E0,-1.941462708E-1,1.011910721E1
1.697346308E1,1.350042572E0,-3.704795837E-1,9.936936035E0
1.698347608E1,1.156045990E0,-4.782554626E-1,9.670190735E0
1.699349008E1,1.063987427E0,-5.420228577E-1,9.553433533E0
1.700350408E1,1.111738129E0,-5.219645691E-1,9.613758087E0
1.701351808E1,1.214125214E0,-4.805007935E-1,9.659862213E0
1.702353108E1,1.346450043E0,-4.703219604E-1,9.632020111E0
1.703354508E1,1.445394287E0,-5.201683044E-1,9.655072174E0
1.704355908E1,1.426832886E0,-5.806425476E-1,9.727222137E0
1.705357208E1,1.299747162E0,-5.698649597E-1,9.725276184E0
1.706358608E1,1.157243500E0,-5.938151550E-1,9.668843536E0
1.707360008E1,1.050964508E0,-6.725514221E-1,9.607171783E0
1.708361708E1,1.037941589E0,-7.226971436E-1,9.463021545E0
1.709363008E1,1.138682098E0,-6.956034851E-1,9.406439209E0
1.710364408E1,1.197509766E0,-5.453160095E-1,9.501940613E0
1.711365808E1,1.105002136E0,-5.733078003E-1,9.639055481E0
1.712367108E1,1.139580231E0,-7.164102173E-1,9.688153381E0
1.713368508E1,1.342258759E0,-6.477030945E-1,9.586365051E0
1.714369908E1,1.382075958E0,-6.785389709E-1,9.487420807E0
1.715371308E1,1.234183502E0,-7.741900635E-1,9.384135590E0
1.716372608E1,1.150507507E0,-7.367678833E-1,9.361981659E0
1.717374008E1,1.136586456E0,-6.601272583E-1,9.389075317E0
1.718375408E1,1.103056183E0,-6.194119263E-1,9.343270569E0
1.719376708E1,1.100810852E0,-4.867877197E-1,9.197324066E0
1.720378108E1,1.176553345E0,-2.341131592E-1,9.127269745E0
1.721379508E1,1.170416107E0,8.681945801E-3,9.091045074E0
1.722380908E1,1.075064392E0,2.390528870E-1,9.136251068E0
1.723382208E1,9.617500305E-1,4.945715332E-1,9.265282745E0
1.724383608E1,8.994795227E-1,5.905220032E-1,9.381441193E0
1.725385008E1,7.533833313E-1,5.872288513E-1,9.391769714E0
1.726386308E1,5.529501343E-1,6.959028625E-1,9.491312714E0
1.727387708E1,4.227209473E-1,8.434959412E-1,9.696985016E0
1.728389108E1,3.858975220E-1,1.024619293E0,9.962682495E0
1.729390508E1,4.085005188E-1,1.278940430E0,1.032657578E1
1.730391808E1,3.453318787E-1,1.538650360E0,1.067460205E1
1.731393208E1,4.038601685E-1,1.413959656E0,1.054646851E1
1.732394608E1,3.170407104E-1,1.630858612E0,1.045186523E1
1.733395908E1,9.789642334E-2,1.973496094E0,1.035486694E1
1.734397308E1,-1.077758789E-1,2.157463531E0,9.990674286E0
1.735398708E1,-1.146615601E-1,2.360740814E0,9.686357117E0
1.736400108E1,5.209167480E-2,2.497107239E0,9.500443726E0
1.737401408E1,1.868115234E-1,2.611020355E0,9.403445435E0
1.738402808E1,3.092568970E-1,2.773731995E0,9.320068817E0
1.739404208E1,4.089495850E-1,2.928659821E0,9.151818695E0
1.740405508E1,4.632865906E-1,3.061882782E0,8.976832581E0
1.741406908E1,4.670288086E-1,3.253933411E0,9.015302582E0
1.742408308E1,4.656816101E-1,3.391796722E0,8.928034058E0
1.743409708E1,4.058061218E-1,3.496878204E0,8.676856384E0
1.744411008E1,3.390449524E-1,3.624862061E0,8.535550232E0
1.745412408E1,3.121009827E-1,3.821702728E0,8.419840851E0
1.746413808E1,2.715353394E-1,3.983815613E0,8.321195984E0
1.747415108E1,2.118095398E-1,4.160747681E0,8.296497345E0
1.748416508E1,1.604663086E-1,4.394711151E0,8.327183533E0
1.749417908E1,1.308279419E-1,4.555327148E0,8.221203918E0
1.750419308E1,1.327738953E-1,4.633764038E0,8.239465942E0
1.751420608E1,1.210981750E-1,4.771178284E0,8.328530731E0
1.752422008E1,4.610412598E-2,5.034031677E0,8.434061279E0
1.753423408E1,-6.152206421E-2,5.317542114E0,8.451275482E0
1.754424708E1,-1.957928467E-1,5.516029358E0,8.351433105E0
1.755426108E1,-2.794688416E-1,5.683231659E0,8.293353882E0
1.756427508E1,-1.675016785E-1,5.466332703E0,8.019722900E0
1.757428908E1,-1.734892273E-1,5.517077179E0,7.926466827E0
1.758430208E1,-9.819580078E-2,5.876779175E0,7.961943054E0
1.759431608E1,-4.266128540E-2,5.938151550E0,7.894882507E0
1.760433008E1,4.490661621E-3,5.967789917E0,7.867190094E0
1.761434308E1,8.337661743E-2,5.909111938E0,7.951015778E0
1.762435708E1,1.031355286E-1,5.900280304E0,8.022866364E0
1.763437108E1,2.769241333E-2,5.943989410E0,8.083639984E0
1.764438508E1,4.041595459E-3,6.042634277E0,8.140970764E0
1.765439808E1,-8.083190918E-3,6.156846771E0,8.187374268E0
1.766441208E1,-4.834945679E-2,6.318660278E0,8.242908783E0
1.767442608E1,-6.137237549E-2,6.514153748E0,8.237669678E0
