"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.424843246E1,-4.870756531E1,1.824686432E1,3.831787109E-1
2.425844646E1,-4.884324646E1,1.824777985E1,1.775207520E-1
2.426846046E1,-4.901109314E1,1.834063339E1,9.399414062E-2
2.427847346E1,-4.910017395E1,1.808124542E1,-1.338500977E-1
2.428848746E1,-4.928131104E1,1.807378006E1,-7.821655273E-2
2.429850146E1,-4.897080994E1,1.807657623E1,7.354736328E-3
2.430851546E1,-4.890858459E1,1.789968491E1,-2.612304688E-2
2.431852846E1,-4.867460632E1,1.811893082E1,-5.087280273E-2
2.432854246E1,-4.867396545E1,1.811223221E1,5.932617188E-2
2.433855646E1,-4.863662720E1,1.808808899E1,3.765869141E-2
2.434857046E1,-4.876255798E1,1.813425827E1,5.963439941E-1
2.435858346E1,-4.867826843E1,1.806678391E1,-5.297851562E-1
2.436859746E1,-4.870469666E1,1.807453156E1,-7.753906250E-1
2.437861146E1,-4.866517639E1,1.803445053E1,-1.177001953E0
2.438862446E1,-4.861592102E1,1.800352478E1,-1.352142334E0
2.439863846E1,-4.865037537E1,1.819890594E1,-1.381622314E0
2.440865246E1,-4.867805481E1,1.836155319E1,-1.220275879E0
2.441866646E1,-4.847422791E1,1.844596481E1,-1.099395752E0
2.442867946E1,-4.848533630E1,1.825679016E1,-1.196136475E0
2.443869346E1,-4.845945740E1,1.833472443E1,-1.456695557E0
2.444870746E1,-4.861358643E1,1.816370392E1,-1.472930908E0
2.445872146E1,-4.861590576E1,1.810325241E1,-2.513305664E0
2.446873446E1,-4.856350708E1,1.799460220E1,-2.349945068E0
2.447874846E1,-4.830094910E1,1.795032883E1,-2.370574951E0
2.448876246E1,-4.823686218E1,1.786241913E1,-2.683898926E0
2.449877546E1,-4.823686218E1,1.786241913E1,-2.683898926E0
2.450878946E1,-4.825395203E1,1.814105225E1,-2.876739502E0
2.451880346E1,-4.840144348E1,1.820795059E1,-3.014343262E0
2.452881746E1,-4.854444885E1,1.818965912E1,-3.372650146E0
2.453883046E1,-4.852166748E1,1.823974228E1,-3.328521729E0
2.454884446E1,-4.850608826E1,1.792789078E1,-3.642913818E0
2.455885846E1,-4.840641785E1,1.811746216E1,-4.358245850E0
2.456887246E1,-4.859460449E1,1.796668625E1,-5.353149414E0
2.457888546E1,-4.834654236E1,1.812141800E1,-5.585052490E0
2.458889946E1,-4.820597839E1,1.825330734E1,-5.826110840E0
2.459891346E1,-4.813746643E1,1.816689301E1,-6.045745850E0
2.460892746E1,-4.840150452E1,1.828734207E1,-6.617736816E0
2.461894046E1,-4.821362305E1,1.805657196E1,-7.204254150E0
2.462895446E1,-4.798709106E1,1.809448242E1,-8.013946533E0
2.463896846E1,-4.792594910E1,1.818371582E1,-8.782745361E0
2.464898146E1,-4.771295166E1,1.838649750E1,-9.440490723E0
2.465899546E1,-4.757151794E1,1.837356186E1,-9.822235107E0
2.466900946E1,-4.750521851E1,1.841968155E1,-1.071640015E1
2.467902346E1,-4.759222412E1,1.852178192E1,-1.099551392E1
2.468903646E1,-4.726834106E1,1.853375626E1,-1.142456055E1
2.469905046E1,-4.695252991E1,1.824366760E1,-1.246475220E1
2.470906446E1,-4.676979065E1,1.833827209E1,-1.315066528E1
2.471907846E1,-4.645989990E1,1.830760574E1,-1.359478760E1
2.472909146E1,-4.625572205E1,1.829723740E1,-1.471240234E1
2.473910546E1,-4.613688660E1,1.827452850E1,-1.530728149E1
2.474911946E1,-4.596958923E1,1.828838348E1,-1.622253418E1
2.475913246E1,-4.558963013E1,1.839646149E1,-1.671563721E1
2.476914646E1,-4.539784241E1,1.834522247E1,-1.781365967E1
2.477916046E1,-4.513923645E1,1.829698563E1,-1.835626221E1
2.478917446E1,-4.483132935E1,1.824359894E1,-1.991156006E1
2.479918746E1,-4.441036987E1,1.830314636E1,-2.002368164E1
2.480920146E1,-4.404974365E1,1.827045822E1,-2.045727539E1
2.481921546E1,-4.343580627E1,1.850912476E1,-2.200183105E1
2.482922946E1,-4.292439270E1,1.837385941E1,-2.263812256E1
2.483924246E1,-4.251408386E1,1.839910126E1,-2.362356567E1
2.484925646E1,-4.196055603E1,1.830661011E1,-2.503384399E1
2.485927046E1,-4.126483154E1,1.851320267E1,-2.611361694E1
2.486928446E1,-4.067199707E1,1.857962799E1,-2.737945557E1
2.487929746E1,-4.005812073E1,1.832407379E1,-2.879644775E1
2.488931146E1,-3.943743896E1,1.856448746E1,-2.900775146E1
2.489932546E1,-3.882255554E1,1.852973557E1,-3.014645386E1
2.490933846E1,-3.805613708E1,1.855771255E1,-3.094573975E1
2.491935246E1,-3.746649170E1,1.857083511E1,-3.198208618E1
2.492936646E1,-3.693458557E1,1.853717422E1,-3.295758057E1
2.493938046E1,-3.581350708E1,1.872569656E1,-3.393994141E1
2.494939346E1,-3.471482849E1,1.865855408E1,-3.478430176E1
2.495940746E1,-3.383740234E1,1.890555573E1,-3.596472168E1
2.496942146E1,-3.245075989E1,1.917115402E1,-3.688180542E1
2.497943546E1,-3.111340332E1,1.916854095E1,-3.812225342E1
2.498944846E1,-2.955961609E1,1.915072632E1,-3.974645996E1
2.499946246E1,-2.780191040E1,1.921512604E1,-4.057403564E1
2.500947646E1,-2.594462585E1,1.943757248E1,-4.171890259E1
2.501948946E1,-2.386506653E1,1.962946320E1,-4.280758667E1
2.502950346E1,-2.161640930E1,1.954986572E1,-4.416452026E1
2.503951746E1,-1.945098877E1,1.962024689E1,-4.491757202E1
2.504953146E1,-1.777243042E1,1.944100571E1,-4.623803711E1
2.505954446E1,-1.639665222E1,1.932585144E1,-4.665975952E1
2.506955846E1,-1.555583191E1,1.935927200E1,-4.684680176E1
2.507957246E1,-1.474124146E1,1.920690918E1,-4.712847900E1
2.508958579E1,-1.417958069E1,1.906068420E1,-4.732400513E1
2.509959879E1,-1.361621094E1,1.909769440E1,-4.744216919E1
2.510961279E1,-1.309629822E1,1.944264984E1,-4.781704712E1
2.511962679E1,-1.287290955E1,1.949443436E1,-4.761618042E1
2.512964079E1,-1.203556824E1,1.944787979E1,-4.828359985E1
2.513965379E1,-1.114114380E1,1.947761917E1,-4.837152100E1
2.514966779E1,-1.036465454E1,1.939953995E1,-4.848574829E1
2.515968179E1,-9.395950317E0,1.949674988E1,-4.859127808E1
2.516969579E1,-8.550521851E0,1.962236786E1,-4.874322510E1
2.517970879E1,-7.697357178E0,1.927714920E1,-4.886019897E1
2.518972279E1,-6.549682617E0,1.920237732E1,-4.895193481E1
2.519973679E1,-5.354324341E0,1.882485580E1,-4.928387451E1
2.520974979E1,-4.182556152E0,1.881945038E1,-4.964318848E1
2.521976379E1,-2.775985718E0,1.883066177E1,-4.944110107E1
2.522977779E1,-1.557403564E0,1.867712021E1,-5.006072998E1
2.523979179E1,-1.887359619E-1,1.838999557E1,-5.019754028E1
2.524980479E1,9.010314941E-1,1.813328171E1,-4.971456909E1
2.525981879E1,2.085197449E0,1.775151443E1,-4.984423828E1
2.526983279E1,3.329711914E0,1.776346970E1,-4.998693848E1
2.527984679E1,4.175636292E0,1.777674103E1,-5.028866577E1
2.528985979E1,5.345703125E0,1.738563156E1,-4.986978149E1
2.529987379E1,6.504318237E0,1.740417480E1,-4.994451904E1
2.530988779E1,7.463516235E0,1.701120567E1,-4.997033691E1
2.531990079E1,8.085533142E0,1.682989311E1,-4.971817017E1
2.532991479E1,9.490921021E0,1.688178444E1,-4.979275513E1
2.533992879E1,1.035040283E1,1.686930656E1,-4.963906860E1
2.534994279E1,1.149398041E1,1.675439072E1,-4.940408325E1
2.535995579E1,1.239797211E1,1.675209618E1,-4.934585571E1
2.536996979E1,1.311451721E1,1.689467239E1,-4.891088867E1
2.537998379E1,1.421171570E1,1.685534668E1,-4.814068604E1
2.538999779E1,1.499208832E1,1.702189827E1,-4.784927368E1
2.540001079E1,1.582177734E1,1.716707611E1,-4.746282959E1
2.541002479E1,1.661601257E1,1.691824722E1,-4.738690186E1
2.542003879E1,1.743657684E1,1.711289215E1,-4.698193359E1
2.543005279E1,1.860220337E1,1.686941147E1,-4.669616699E1
2.544006579E1,1.958592987E1,1.681514740E1,-4.607662964E1
2.545007979E1,2.041638947E1,1.697068024E1,-4.600491333E1
2.546009379E1,2.114077759E1,1.681656837E1,-4.608963013E1
2.547010779E1,2.179186249E1,1.677805710E1,-4.551419067E1
2.548012079E1,2.224822235E1,1.668920898E1,-4.551565552E1
2.549013479E1,2.290061188E1,1.666935921E1,-4.514910889E1
2.550014879E1,2.344953156E1,1.685870171E1,-4.488287354E1
2.551016179E1,2.344953156E1,1.685870171E1,-4.488287354E1
2.552017579E1,2.400045776E1,1.691769791E1,-4.519180298E1
2.553018979E1,2.427286530E1,1.679626083E1,-4.460345459E1
2.554020379E1,2.444247437E1,1.703187943E1,-4.479595947E1
2.555021679E1,2.482003784E1,1.714925194E1,-4.492214966E1
2.556023079E1,2.480947113E1,1.735817337E1,-4.468948364E1
2.557024479E1,2.492685699E1,1.715054321E1,-4.457699585E1
2.558025879E1,2.501021576E1,1.702956772E1,-4.447946167E1
2.559027179E1,2.504677582E1,1.726231766E1,-4.396398926E1
2.560028579E1,2.533127594E1,1.739906693E1,-4.398617554E1
2.561029979E1,2.563835907E1,1.740544510E1,-4.394973755E1
2.562031279E1,2.565369415E1,1.761985016E1,-4.430325317E1
2.563032679E1,2.564534760E1,1.777021790E1,-4.422961426E1
2.564034079E1,2.548828125E1,1.794688797E1,-4.374224854E1
2.565035479E1,2.542510223E1,1.805790710E1,-4.387887573E1
2.566036779E1,2.562245941E1,1.835813522E1,-4.398443604E1
2.567038179E1,2.545069122E1,1.851401520E1,-4.397189331E1
2.568039579E1,2.573479462E1,1.864315033E1,-4.383892822E1
2.569040979E1,2.589370728E1,1.849499893E1,-4.318127441E1
2.570042279E1,2.629192352E1,1.852149582E1,-4.326669312E1
2.571043679E1,2.630285645E1,1.858472061E1,-4.319046021E1
2.572045079E1,2.652151489E1,1.834582901E1,-4.303350830E1
2.573046479E1,2.692269135E1,1.803507614E1,-4.257742310E1
2.574047779E1,2.742051697E1,1.799466324E1,-4.227761841E1
2.575049179E1,2.778348541E1,1.775610733E1,-4.221505737E1
2.576050579E1,2.838732147E1,1.743997192E1,-4.206942749E1
2.577051979E1,2.885291290E1,1.718111801E1,-4.198120117E1
2.578053279E1,2.924805450E1,1.703204727E1,-4.181048584E1
2.579054679E1,2.982473755E1,1.713977051E1,-4.160113525E1
2.580056079E1,3.026385498E1,1.700297737E1,-4.114022827E1
2.581057379E1,3.099221039E1,1.692918015E1,-4.058267212E1
2.582058779E1,3.146324158E1,1.679353714E1,-4.008151245E1
2.583060179E1,3.237571716E1,1.650245476E1,-3.956729126E1
2.584061579E1,3.307295227E1,1.648867416E1,-3.891845703E1
2.585062879E1,3.382160187E1,1.632323074E1,-3.817364502E1
2.586064279E1,3.480860138E1,1.605975342E1,-3.742938232E1
2.587065679E1,3.581835938E1,1.626643372E1,-3.625262451E1
2.588067079E1,3.670084381E1,1.645581055E1,-3.564700317E1
2.589068379E1,3.775150299E1,1.668883896E1,-3.457052612E1
2.590069779E1,3.877416992E1,1.704566956E1,-3.332489014E1
2.591071179E1,3.978491211E1,1.701625824E1,-3.236441040E1
2.592072579E1,4.051683807E1,1.719201660E1,-3.071478271E1
2.593073879E1,4.122003174E1,1.764912033E1,-2.975280762E1
2.594075279E1,4.202365875E1,1.811324310E1,-2.873345947E1
2.595076679E1,4.231272125E1,1.827896118E1,-2.768045044E1
2.596078079E1,4.280435944E1,1.863667297E1,-2.661602783E1
2.597079379E1,4.332901001E1,1.910272598E1,-2.555627441E1
2.598080779E1,4.409508514E1,1.937285614E1,-2.465567017E1
2.599082179E1,4.426920319E1,1.993107986E1,-2.364593506E1
2.600083479E1,4.457695007E1,2.020806503E1,-2.327954102E1
2.601084879E1,4.479808807E1,2.029716110E1,-2.252038574E1
2.602086279E1,4.496601105E1,2.063077164E1,-2.183581543E1
2.603087679E1,4.512821960E1,2.079573822E1,-2.129446411E1
2.604088979E1,4.527856445E1,2.108098602E1,-2.048648071E1
2.605090379E1,4.546230316E1,2.114638519E1,-2.026788330E1
2.606091779E1,4.557177734E1,2.137145233E1,-1.957733154E1
2.607093179E1,4.594767761E1,2.150273895E1,-1.866000366E1
2.608094479E1,4.628010559E1,2.151796722E1,-1.834054565E1
2.609095896E1,4.633850861E1,2.135085678E1,-1.822229004E1
2.610097296E1,4.647423553E1,2.148876572E1,-1.750109863E1
2.611098696E1,4.683997345E1,2.123987961E1,-1.722692871E1
2.612099996E1,4.670675659E1,2.134208298E1,-1.641906738E1
2.613101396E1,4.694680786E1,2.121046829E1,-1.612063599E1
2.614102796E1,4.724255371E1,2.127096939E1,-1.581784058E1
2.615104196E1,4.724741364E1,2.108416748E1,-1.537243652E1
2.616105496E1,4.735479736E1,2.100645065E1,-1.487817383E1
2.617106896E1,4.739957428E1,2.111511612E1,-1.429788208E1
2.618108296E1,4.765122986E1,2.105820465E1,-1.398873901E1
2.619109696E1,4.789064026E1,2.109210968E1,-1.369494629E1
2.620110996E1,4.784328461E1,2.113597107E1,-1.351226807E1
2.621112396E1,4.812313080E1,2.098678970E1,-1.284277344E1
2.622113796E1,4.816078186E1,2.085977554E1,-1.206588745E1
2.623115096E1,4.842453766E1,2.081697845E1,-1.204678345E1
2.624116496E1,4.840657806E1,2.067846680E1,-1.176837158E1
2.625117896E1,4.856248474E1,2.056011200E1,-1.193173218E1
2.626119296E1,4.869191742E1,2.030824661E1,-1.182495117E1
2.627120596E1,4.877571106E1,2.017438889E1,-1.140908813E1
2.628121996E1,4.881886292E1,1.980516434E1,-1.138635254E1
2.629123396E1,4.904598236E1,1.963328552E1,-1.134561157E1
2.630124796E1,4.908740234E1,1.984581375E1,-1.083941650E1
2.631126096E1,4.916159821E1,1.954306412E1,-1.069882202E1
2.632127496E1,4.912876892E1,1.961341095E1,-1.032720947E1
2.633128896E1,4.924251556E1,1.930239105E1,-9.674163818E0
2.634130296E1,4.956086731E1,1.932625580E1,-9.797363281E0
2.635131596E1,4.965734100E1,1.925476837E1,-9.506225586E0
2.636132996E1,4.962277222E1,1.926464844E1,-8.655822754E0
2.637134396E1,4.984597015E1,1.923009491E1,-8.337066650E0
2.638135796E1,4.968585205E1,1.921901703E1,-7.725799561E0
2.639137096E1,4.991943359E1,1.946851349E1,-6.871337891E0
2.640138496E1,4.982125854E1,1.931650925E1,-6.003021240E0
2.641139896E1,5.008328247E1,1.925440598E1,-6.002441406E0
2.642141296E1,5.008484650E1,1.932481003E1,-5.450103760E0
2.643142596E1,5.007599640E1,1.885626221E1,-5.058471680E0
2.644143996E1,5.033296204E1,1.870796204E1,-4.836364746E0
2.645145396E1,5.039704895E1,1.850393677E1,-3.927154541E0
2.646146696E1,5.041891479E1,1.827540588E1,-3.792907715E0
2.647148096E1,5.079054260E1,1.840383911E1,-3.139617920E0
2.648149496E1,5.111791229E1,1.834851074E1,-2.542572021E0
2.649150896E1,5.107527924E1,1.808952332E1,-2.291198730E0
2.650152196E1,5.102455902E1,1.832272720E1,-1.819885254E0
2.651153596E1,5.102455902E1,1.832272720E1,-1.819885254E0
2.652154996E1,5.104000854E1,1.809608078E1,-1.265747070E0
2.653156396E1,5.131611633E1,1.796074295E1,-7.938232422E-1
2.654157696E1,5.111864471E1,1.782168579E1,-7.919311523E-1
2.655159096E1,5.120188141E1,1.785045624E1,-6.808166504E-1
2.656160496E1,5.088962555E1,1.801536560E1,1.695556641E-1
2.657161896E1,5.104411316E1,1.802898407E1,3.435668945E-1
2.658163196E1,5.084228516E1,1.803464890E1,5.547485352E-1
2.659164596E1,5.073091125E1,1.814433289E1,5.253601074E-1
2.660165996E1,5.085325623E1,1.849464417E1,7.313537598E-1
2.661167396E1,5.096538544E1,1.856062698E1,6.533813477E-1
2.662168696E1,5.087548828E1,1.851271057E1,4.265747070E-1
2.663170096E1,5.084903717E1,1.875812912E1,4.296875000E-1
2.664171496E1,5.076834106E1,1.891097260E1,6.015014648E-1
2.665172896E1,5.060092163E1,1.867808151E1,-4.672241211E-2
2.666174196E1,5.071384430E1,1.893047714E1,-2.573852539E-1
2.667175596E1,5.074894714E1,1.905564880E1,-8.503417969E-1
2.668176996E1,5.077593231E1,1.905784988E1,-1.617767334E0
2.669178296E1,5.065215302E1,1.913933182E1,-2.325195312E0
2.670179696E1,5.049645996E1,1.910999298E1,-3.834167480E0
2.671181096E1,5.032022095E1,1.901428223E1,-4.884857178E0
2.672182496E1,4.985184479E1,1.916245270E1,-6.750518799E0
2.673183796E1,4.978987122E1,1.917347717E1,-7.978942871E0
2.674185196E1,4.916732025E1,1.934734344E1,-9.810546875E0
2.675186596E1,4.901335907E1,1.973447037E1,-1.118032837E1
2.676187996E1,4.880861664E1,1.970533752E1,-1.227478027E1
2.677189296E1,4.841765594E1,2.009053802E1,-1.371441650E1
2.678190696E1,4.772786713E1,2.037921143E1,-1.529696655E1
2.679192096E1,4.734886932E1,2.061516571E1,-1.662417603E1
2.680193496E1,4.666254425E1,2.043935394E1,-1.733212280E1
2.681194796E1,4.628157043E1,2.066173553E1,-1.871359253E1
2.682196196E1,4.563143921E1,2.080799866E1,-1.955545044E1
2.683197596E1,4.504464722E1,2.118642807E1,-2.067205811E1
2.684198996E1,4.440907288E1,2.137977982E1,-2.167318726E1
2.685200296E1,4.387616730E1,2.128968430E1,-2.288406372E1
2.686201696E1,4.342186737E1,2.138064575E1,-2.363610840E1
2.687203096E1,4.287873840E1,2.148921204E1,-2.453353882E1
2.688204496E1,4.234013367E1,2.138875961E1,-2.534506226E1
2.689205796E1,4.181486511E1,2.121659088E1,-2.662121582E1
2.690207196E1,4.116418457E1,2.068016815E1,-2.736264038E1
2.691208596E1,4.060680389E1,2.066259384E1,-2.804714966E1
2.692209896E1,3.997451019E1,2.060972595E1,-2.937783813E1
2.693211296E1,3.936848450E1,2.024129486E1,-3.049084473E1
2.694212696E1,3.891064453E1,2.010820770E1,-3.136145020E1
2.695214096E1,3.810852814E1,1.982817078E1,-3.217236328E1
2.696215396E1,3.772141266E1,1.946756744E1,-3.314599609E1
2.697216796E1,3.692294312E1,1.899025345E1,-3.473846436E1
2.698218196E1,3.623880768E1,1.827682114E1,-3.542742920E1
2.699219596E1,3.528419495E1,1.805572510E1,-3.636459351E1
2.700220896E1,3.440719604E1,1.780328751E1,-3.756210327E1
2.701222296E1,3.371871185E1,1.721336746E1,-3.836053467E1
2.702223696E1,3.287259674E1,1.693571091E1,-3.896911621E1
2.703225096E1,3.207572174E1,1.679858208E1,-3.978323364E1
2.704226396E1,3.173110199E1,1.696427155E1,-4.037530518E1
2.705227796E1,3.089199829E1,1.654317856E1,-4.086068726E1
2.706229196E1,3.026860046E1,1.628671646E1,-4.111169434E1
2.707230596E1,2.981578064E1,1.615310669E1,-4.136273193E1
2.708231896E1,2.924114227E1,1.579728413E1,-4.209671021E1
2.709233242E1,2.852357483E1,1.570256329E1,-4.239291382E1
2.710234642E1,2.784308624E1,1.585985565E1,-4.277386475E1
2.711236042E1,2.722187042E1,1.570648670E1,-4.313723755E1
2.712237342E1,2.620689392E1,1.536748219E1,-4.373913574E1
2.713238742E1,2.553832245E1,1.525529003E1,-4.434124756E1
2.714240142E1,2.522237396E1,1.492783070E1,-4.477120972E1
2.715241442E1,2.443010712E1,1.515293217E1,-4.481512451E1
2.716242842E1,2.403968048E1,1.507048321E1,-4.519180298E1
2.717244242E1,2.315147400E1,1.525440025E1,-4.561767578E1
2.718245642E1,2.217545319E1,1.480999088E1,-4.609719849E1
2.719246942E1,2.113986969E1,1.501326847E1,-4.677545166E1
2.720248342E1,2.044770050E1,1.488282204E1,-4.736956787E1
2.721249742E1,1.972430420E1,1.495121002E1,-4.742462158E1
2.722251142E1,1.915445709E1,1.516085243E1,-4.785961914E1
2.723252442E1,1.814766693E1,1.522945881E1,-4.819107056E1
2.724253842E1,1.742574310E1,1.538793468E1,-4.839913940E1
2.725255242E1,1.636499023E1,1.563287735E1,-4.822607422E1
2.726256642E1,1.530747223E1,1.571621323E1,-4.858410645E1
2.727257942E1,1.411119080E1,1.607751846E1,-4.855169678E1
2.728259342E1,1.285714722E1,1.652143097E1,-4.894372559E1
2.729260742E1,1.180862427E1,1.700017548E1,-4.906335449E1
2.730262142E1,1.034339142E1,1.750263977E1,-4.887731934E1
2.731263442E1,8.619850159E0,1.805416489E1,-4.927801514E1
2.732264842E1,6.770301819E0,1.884146881E1,-4.949114990E1
2.733266242E1,4.559669495E0,1.990435791E1,-4.932269287E1
2.734267542E1,1.944053650E0,2.076866150E1,-4.916088867E1
2.735268942E1,4.232788086E-2,2.176105118E1,-4.877746582E1
2.736270342E1,-1.451354980E0,2.251997757E1,-4.803497314E1
2.737271742E1,-2.799224854E0,2.285370636E1,-4.798846436E1
2.738273042E1,-4.141952515E0,2.337878799E1,-4.722836304E1
2.739274442E1,-5.242431641E0,2.371325684E1,-4.714550781E1
2.740275842E1,-6.386734009E0,2.423235321E1,-4.685311890E1
2.741277242E1,-6.880432129E0,2.436025620E1,-4.673229980E1
2.742278542E1,-7.806320190E0,2.466137314E1,-4.674838257E1
2.743279942E1,-8.642440796E0,2.499797821E1,-4.654275513E1
2.744281342E1,-9.252471924E0,2.516117096E1,-4.596908569E1
2.745282742E1,-9.682205200E0,2.540279770E1,-4.590170288E1
2.746284042E1,-1.001713562E1,2.520613098E1,-4.588500977E1
2.747285442E1,-1.018815613E1,2.521866989E1,-4.590591431E1
2.748286842E1,-1.046318054E1,2.540063858E1,-4.593789673E1
2.749288242E1,-1.093663025E1,2.523692322E1,-4.615533447E1
2.750289542E1,-1.094981384E1,2.496641922E1,-4.565365601E1
2.751290942E1,-1.147891235E1,2.498126984E1,-4.566354370E1
2.752292342E1,-1.147891235E1,2.498126984E1,-4.566354370E1
2.753293742E1,-1.164047241E1,2.498878098E1,-4.552194214E1
2.754295042E1,-1.216659546E1,2.505343246E1,-4.512860107E1
2.755296442E1,-1.286691284E1,2.500605392E1,-4.503723145E1
2.756297842E1,-1.347001648E1,2.534848785E1,-4.453952026E1
2.757299142E1,-1.404969788E1,2.549410629E1,-4.478585815E1
2.758300542E1,-1.455052185E1,2.530351257E1,-4.451940918E1
2.759301942E1,-1.533540344E1,2.547662354E1,-4.408081055E1
2.760303342E1,-1.597509766E1,2.546601868E1,-4.371707153E1
2.761304642E1,-1.639425659E1,2.574394608E1,-4.346957397E1
2.762306042E1,-1.708610535E1,2.564551926E1,-4.314739990E1
2.763307442E1,-1.728924561E1,2.605858994E1,-4.247894287E1
2.764308842E1,-1.785714722E1,2.605857849E1,-4.261007690E1
2.765310142E1,-1.807312012E1,2.584085464E1,-4.203088379E1
2.766311542E1,-1.881857300E1,2.589110565E1,-4.178073120E1
2.767312942E1,-1.968003845E1,2.598242950E1,-4.122061157E1
2.768314342E1,-2.044114685E1,2.591078949E1,-4.116152954E1
2.769315642E1,-2.101490784E1,2.601261520E1,-4.033563232E1
2.770317042E1,-2.168235779E1,2.609643555E1,-3.995220947E1
2.771318442E1,-2.214398193E1,2.604479980E1,-4.013757324E1
2.772319842E1,-2.267948914E1,2.612691498E1,-3.956134033E1
2.773321142E1,-2.306800842E1,2.636927414E1,-3.934689331E1
2.774322542E1,-2.363003540E1,2.617536163E1,-3.898294067E1
2.775323942E1,-2.396389771E1,2.597028351E1,-3.891555786E1
2.776325342E1,-2.439237976E1,2.600455093E1,-3.875708008E1
2.777326642E1,-2.501631165E1,2.622142029E1,-3.807241821E1
2.778328042E1,-2.526982117E1,2.586371994E1,-3.810992432E1
2.779329442E1,-2.591560364E1,2.595398331E1,-3.825286865E1
2.780330742E1,-2.609542847E1,2.619321060E1,-3.743566895E1
2.781332142E1,-2.685675049E1,2.615869904E1,-3.684170532E1
2.782333542E1,-2.755551147E1,2.614134216E1,-3.633068848E1
2.783334942E1,-2.797502136E1,2.590367508E1,-3.601943970E1
2.784336242E1,-2.870269775E1,2.584699249E1,-3.555975342E1
2.785337642E1,-2.922058105E1,2.595342255E1,-3.516796875E1
2.786339042E1,-2.973861694E1,2.607234192E1,-3.496453857E1
2.787340442E1,-3.009396362E1,2.596852493E1,-3.450195312E1
2.788341742E1,-3.059362793E1,2.569202805E1,-3.424102783E1
2.789343142E1,-3.122932434E1,2.590813065E1,-3.356518555E1
2.790344542E1,-3.152502441E1,2.576364899E1,-3.330191040E1
2.791345942E1,-3.217733765E1,2.587557220E1,-3.289477539E1
2.792347242E1,-3.227703857E1,2.582279205E1,-3.194232178E1
2.793348642E1,-3.307447815E1,2.558623123E1,-3.151754761E1
2.794350042E1,-3.354240417E1,2.544575882E1,-3.139935303E1
2.795351442E1,-3.389453125E1,2.540871429E1,-3.102743530E1
2.796352742E1,-3.433972168E1,2.547396088E1,-3.045004272E1
2.797354142E1,-3.473564148E1,2.571615601E1,-2.983441162E1
2.798355542E1,-3.515046692E1,2.569997406E1,-2.939920044E1
2.799356942E1,-3.540483093E1,2.603603363E1,-2.875537109E1
2.800358242E1,-3.575015259E1,2.626304245E1,-2.826080322E1
2.801359642E1,-3.625671387E1,2.643826294E1,-2.795523071E1
2.802361042E1,-3.625849915E1,2.643235397E1,-2.746975708E1
2.803362342E1,-3.655101013E1,2.671871185E1,-2.716757202E1
2.804363742E1,-3.677476501E1,2.700352097E1,-2.646051025E1
2.805365142E1,-3.703495789E1,2.729030228E1,-2.550433350E1
2.806366542E1,-3.716123962E1,2.737694550E1,-2.504583740E1
2.807367842E1,-3.705833435E1,2.778138351E1,-2.513296509E1
2.808369242E1,-3.692633057E1,2.818670273E1,-2.498684692E1
2.809370671E1,-3.678474426E1,2.863635254E1,-2.460879517E1
2.810372071E1,-3.641320801E1,2.903780365E1,-2.448660278E1
2.811373371E1,-3.590650940E1,2.913317871E1,-2.471636963E1
2.812374771E1,-3.550645447E1,2.953312302E1,-2.448797607E1
2.813376171E1,-3.503643799E1,3.004803848E1,-2.463760376E1
2.814377571E1,-3.491717529E1,3.041590118E1,-2.472116089E1
2.815378871E1,-3.442207336E1,3.095587158E1,-2.469732666E1
2.816380271E1,-3.356570435E1,3.139278030E1,-2.482098389E1
2.817381671E1,-3.305230713E1,3.188032532E1,-2.538922119E1
2.818383071E1,-3.193617249E1,3.267735291E1,-2.536608887E1
2.819384371E1,-3.124630737E1,3.308741760E1,-2.625747681E1
2.820385771E1,-3.021409607E1,3.366886520E1,-2.640103149E1
2.821387171E1,-2.918193054E1,3.416289902E1,-2.639801025E1
2.822388571E1,-2.861434937E1,3.441353989E1,-2.701647949E1
2.823389871E1,-2.777096558E1,3.516152191E1,-2.736407471E1
2.824391271E1,-2.717558289E1,3.557819748E1,-2.763854980E1
2.825392671E1,-2.625862122E1,3.618864822E1,-2.784045410E1
2.826393971E1,-2.511280823E1,3.627836990E1,-2.803540039E1
2.827395371E1,-2.435002136E1,3.690582275E1,-2.796331787E1
2.828396771E1,-2.330690002E1,3.732867050E1,-2.791900635E1
2.829398171E1,-2.243716431E1,3.788016510E1,-2.838296509E1
2.830399471E1,-2.144645691E1,3.860216141E1,-2.849649048E1
2.831400871E1,-2.080990601E1,3.896674728E1,-2.872888184E1
2.832402271E1,-1.972926331E1,3.942029190E1,-2.902365112E1
2.833403671E1,-1.874150085E1,4.009541702E1,-2.893655396E1
2.834404971E1,-1.774205017E1,4.088177490E1,-2.885623169E1
2.835406371E1,-1.665725708E1,4.125703812E1,-2.867050171E1
2.836407771E1,-1.575909424E1,4.160692978E1,-2.853027344E1
2.837409171E1,-1.480534363E1,4.193215942E1,-2.848071289E1
2.838410471E1,-1.350546265E1,4.242759705E1,-2.810263062E1
2.839411871E1,-1.244647217E1,4.267476273E1,-2.807562256E1
2.840413271E1,-1.146624756E1,4.303889084E1,-2.830661011E1
