"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.309314842E1,-1.988355255E1,-1.251215935E0,-5.189428711E1
1.310316242E1,-1.985259247E1,-1.448318243E0,-5.192224121E1
1.311317642E1,-1.982764435E1,-1.499568939E0,-5.163900757E1
1.312318942E1,-1.978282928E1,-1.704988718E0,-5.193078613E1
1.313320342E1,-1.963822174E1,-1.692018747E0,-5.198941040E1
1.314321742E1,-1.968735504E1,-1.927365780E0,-5.226284790E1
1.315323142E1,-1.957752228E1,-1.759326458E0,-5.193112183E1
1.316324442E1,-1.944820404E1,-1.794473410E0,-5.180172729E1
1.317325842E1,-1.938694000E1,-1.983302355E0,-5.138912964E1
1.318327242E1,-1.945835114E1,-2.084125519E0,-5.198547363E1
1.319328542E1,-1.921451569E1,-2.188326597E0,-5.213095093E1
1.320329942E1,-1.944930267E1,-2.284854650E0,-5.205258179E1
1.321331342E1,-1.939856720E1,-2.316049814E0,-5.197232056E1
1.322332642E1,-1.939856720E1,-2.316049814E0,-5.197232056E1
1.323334042E1,-1.932190704E1,-2.907394648E0,-5.205386353E1
1.324335442E1,-1.937837982E1,-2.899523973E0,-5.202542114E1
1.325336842E1,-1.913381195E1,-2.947257280E0,-5.217276001E1
1.326338142E1,-1.912972260E1,-3.063682318E0,-5.199838257E1
1.327339542E1,-1.927843475E1,-3.049868345E0,-5.197451782E1
1.328340942E1,-1.926529694E1,-3.339664221E0,-5.188171387E1
1.329342242E1,-1.935955048E1,-3.065298796E0,-5.174505615E1
1.330343642E1,-1.924951935E1,-3.289901495E0,-5.193515015E1
1.331345042E1,-1.945461273E1,-3.338226557E0,-5.204394531E1
1.332346442E1,-1.940074921E1,-3.569055796E0,-5.173324585E1
1.333347742E1,-1.933956146E1,-3.618192434E0,-5.168811035E1
1.334349142E1,-1.961020660E1,-3.402013540E0,-5.162222290E1
1.335350542E1,-1.964885712E1,-3.741856813E0,-5.189376831E1
1.336351942E1,-1.966536713E1,-3.716953516E0,-5.180068970E1
1.337353242E1,-1.957004547E1,-3.888811827E0,-5.155007935E1
1.338354642E1,-1.937067413E1,-3.888056517E0,-5.185986328E1
1.339356042E1,-1.936186981E1,-4.004261017E0,-5.180725098E1
1.340357342E1,-1.915615082E1,-3.935301542E0,-5.152139282E1
1.341358742E1,-1.895594025E1,-3.816350698E0,-5.170388794E1
1.342360142E1,-1.919684601E1,-4.119003296E0,-5.167123413E1
1.343361442E1,-1.917101288E1,-4.090305328E0,-5.158471680E1
1.344362842E1,-1.925243378E1,-4.242187500E0,-5.158929443E1
1.345364242E1,-1.914897919E1,-4.051212311E0,-5.204919434E1
1.346365642E1,-1.935356903E1,-4.074798584E0,-5.203997803E1
1.347366942E1,-1.945865631E1,-4.309678078E0,-5.150570679E1
1.348368342E1,-1.912970734E1,-4.289984703E0,-5.165792847E1
1.349369742E1,-1.914005280E1,-4.188068390E0,-5.174050903E1
1.350371042E1,-1.925753021E1,-4.357252121E0,-5.163244629E1
1.351372442E1,-1.937091827E1,-4.370243073E0,-5.164193726E1
1.352373842E1,-1.961180878E1,-4.537320137E0,-5.169644165E1
1.353375242E1,-1.980658722E1,-4.448782921E0,-5.147857666E1
1.354376542E1,-2.013784027E1,-4.297526360E0,-5.158456421E1
1.355377942E1,-2.018958282E1,-4.275577545E0,-5.155572510E1
1.356379342E1,-2.045276642E1,-4.150968552E0,-5.131860352E1
1.357380642E1,-2.043253326E1,-4.250523567E0,-5.130307007E1
1.358382042E1,-2.025060272E1,-4.397471428E0,-5.172903442E1
1.359383442E1,-2.028508759E1,-4.387693405E0,-5.157962036E1
1.360384842E1,-2.031018829E1,-4.314524651E0,-5.134783936E1
1.361386142E1,-2.029241180E1,-4.347417831E0,-5.115969849E1
1.362387542E1,-2.027835846E1,-4.367608070E0,-5.108294678E1
1.363388942E1,-2.035750580E1,-4.443762779E0,-5.134094238E1
1.364390242E1,-2.065338898E1,-4.556607246E0,-5.118878174E1
1.365391642E1,-2.071024323E1,-4.431697845E0,-5.109539795E1
1.366393042E1,-2.075156403E1,-4.461621284E0,-5.117514038E1
1.367394442E1,-2.087165070E1,-4.403189659E0,-5.152487183E1
1.368395742E1,-2.064524078E1,-4.455832481E0,-5.151263428E1
1.369397142E1,-2.085161591E1,-4.424891472E0,-5.124743652E1
1.370398542E1,-2.064405060E1,-4.612104416E0,-5.142959595E1
1.371399842E1,-2.070781708E1,-4.588374138E0,-5.109387207E1
1.372401242E1,-2.084653473E1,-4.325673103E0,-5.094168091E1
1.373402642E1,-2.068824005E1,-4.451705933E0,-5.105050659E1
1.374404042E1,-2.059441376E1,-4.388305664E0,-5.136367798E1
1.375405342E1,-2.077539825E1,-4.154823303E0,-5.146374512E1
1.376406742E1,-2.092107391E1,-4.003762245E0,-5.125997925E1
1.377408142E1,-2.119245148E1,-4.049842834E0,-5.118023682E1
1.378409442E1,-2.106616974E1,-4.118422508E0,-5.092568970E1
1.379410842E1,-2.111861420E1,-4.282938004E0,-5.111444092E1
1.380412242E1,-2.089736176E1,-4.073103905E0,-5.104721069E1
1.381413642E1,-2.105243683E1,-4.000895500E0,-5.097784424E1
1.382414942E1,-2.123511505E1,-3.964821100E0,-5.133706665E1
1.383416342E1,-2.128772736E1,-4.064205170E0,-5.115441895E1
1.384417742E1,-2.113127899E1,-4.098363876E0,-5.116986084E1
1.385419042E1,-2.082373810E1,-3.986383200E0,-5.118933105E1
1.386420442E1,-2.090978241E1,-3.954676390E0,-5.137377930E1
1.387421842E1,-2.109871674E1,-4.036659241E0,-5.159411621E1
1.388423242E1,-2.107028961E1,-3.987902880E0,-5.181213379E1
1.389424542E1,-2.097957611E1,-3.911837816E0,-5.141680908E1
1.390425942E1,-2.111840057E1,-3.781978846E0,-5.127218628E1
1.391427342E1,-2.133242035E1,-3.886152506E0,-5.127407837E1
1.392428642E1,-2.140447235E1,-4.009013176E0,-5.091134644E1
1.393430042E1,-2.142926788E1,-3.767609358E0,-5.086260986E1
1.394431442E1,-2.152719879E1,-3.795324564E0,-5.099038696E1
1.395432842E1,-2.151273346E1,-3.954530001E0,-5.085491943E1
1.396434142E1,-2.165923309E1,-3.974843740E0,-5.097998047E1
1.397435542E1,-2.141344452E1,-3.993025541E0,-5.085037231E1
1.398436942E1,-2.119010162E1,-4.145424843E0,-5.072970581E1
1.399438242E1,-2.121958160E1,-4.432792664E0,-5.090231323E1
1.400439642E1,-2.114925385E1,-4.631294250E0,-5.084399414E1
1.401441042E1,-2.111403656E1,-4.466020584E0,-5.102166748E1
1.402442442E1,-2.107695770E1,-4.964770317E0,-5.135989380E1
1.403443742E1,-2.112339020E1,-4.657505035E0,-5.095227051E1
1.404445142E1,-2.106369781E1,-4.655635834E0,-5.076376343E1
1.405446542E1,-2.101255035E1,-4.570734024E0,-5.087634277E1
1.406447842E1,-2.101970673E1,-4.706565857E0,-5.075433350E1
1.407449242E1,-2.110138702E1,-4.416358948E0,-5.099597168E1
1.408451083E1,-2.105178070E1,-4.154293060E0,-5.078848267E1
1.409452383E1,-2.112720490E1,-3.970655680E0,-5.079190063E1
1.410453783E1,-2.115694427E1,-3.654704332E0,-5.117276001E1
1.411455183E1,-2.101226044E1,-3.336189508E0,-5.104995728E1
1.412456583E1,-2.121949005E1,-3.020198584E0,-5.067752075E1
1.413457883E1,-2.129563141E1,-2.687241793E0,-5.052066040E1
1.414459283E1,-2.138915253E1,-2.341596842E0,-5.080844116E1
1.415460683E1,-2.159505463E1,-2.190673351E0,-5.079003906E1
1.416461983E1,-2.149353790E1,-2.027206659E0,-5.097552490E1
1.417463383E1,-2.139040375E1,-1.838086843E0,-5.094195557E1
1.418464783E1,-2.165064240E1,-2.005997896E0,-5.082986450E1
1.419466183E1,-2.165081024E1,-1.698275089E0,-5.086798096E1
1.420467483E1,-2.145777130E1,-1.742723227E0,-5.098269653E1
1.421468883E1,-2.123380280E1,-1.384044170E0,-5.093685913E1
1.422470283E1,-2.140750885E1,-1.191958427E0,-5.079550171E1
1.423471583E1,-2.150363922E1,-9.817032814E-1,-5.060891724E1
1.424472983E1,-2.158295441E1,-9.869220257E-1,-5.030062866E1
1.425474383E1,-2.158295441E1,-9.869220257E-1,-5.030062866E1
1.426475783E1,-2.178525543E1,-1.004726648E0,-5.060421753E1
1.427477083E1,-2.169847870E1,-7.758533955E-1,-5.061758423E1
1.428478483E1,-2.183603668E1,-6.872882843E-1,-5.037765503E1
1.429479883E1,-2.191551971E1,-5.717628002E-1,-5.065301514E1
1.430481183E1,-2.181807709E1,1.022130251E-1,-5.063549805E1
1.431482583E1,-2.181571198E1,2.450966835E-1,-5.085723877E1
1.432483983E1,-2.187696075E1,4.752424955E-1,-5.093759155E1
1.433485383E1,-2.158756256E1,8.938328028E-1,-5.086550903E1
1.434486683E1,-2.162630463E1,1.262201548E0,-5.063574219E1
1.435488083E1,-2.152181244E1,1.658991098E0,-5.040402222E1
1.436489483E1,-2.172924042E1,1.801830888E0,-5.085037231E1
1.437490783E1,-2.180011749E1,1.773429990E0,-5.045046997E1
1.438492183E1,-2.190465546E1,1.855087161E0,-5.088619995E1
1.439493583E1,-2.200960541E1,2.015890837E0,-5.085494995E1
1.440494883E1,-2.208940887E1,2.108617783E0,-5.036645508E1
1.441496283E1,-2.219724274E1,2.181379795E0,-5.093380737E1
1.442497683E1,-2.211676788E1,2.535495758E0,-5.062316895E1
1.443499083E1,-2.213706207E1,2.755537748E0,-5.054238892E1
1.444500383E1,-2.199175262E1,3.331892252E0,-5.068151855E1
1.445501783E1,-2.196407318E1,3.654221058E0,-5.012283325E1
1.446503183E1,-2.199591827E1,4.392086983E0,-5.010556030E1
1.447504483E1,-2.214714813E1,5.118319511E0,-5.056509399E1
1.448505883E1,-2.185309601E1,5.889477730E0,-4.998214722E1
1.449507283E1,-2.223760223E1,6.677625656E0,-5.011312866E1
1.450508683E1,-2.208405304E1,7.419575691E0,-4.992340088E1
1.451509983E1,-2.236005402E1,7.921980858E0,-5.050811768E1
1.452511383E1,-2.260021210E1,8.499579430E0,-4.987643433E1
1.453512783E1,-2.255893707E1,9.474264145E0,-4.947940063E1
1.454514083E1,-2.293616486E1,9.944018364E0,-4.939392090E1
1.455515483E1,-2.272087860E1,1.031955910E1,-4.950119019E1
1.456516883E1,-2.271390533E1,1.095732975E1,-4.964117432E1
1.457518183E1,-2.267790985E1,1.155120850E1,-4.938412476E1
1.458519583E1,-2.245163727E1,1.221058941E1,-4.926004028E1
1.459520983E1,-2.225052643E1,1.278568554E1,-4.922756958E1
1.460522383E1,-2.221866608E1,1.303292561E1,-4.899310303E1
1.461523683E1,-2.193975067E1,1.298665524E1,-4.929296875E1
1.462525083E1,-2.177687836E1,1.280625248E1,-4.926858521E1
1.463526483E1,-2.133751678E1,1.285750771E1,-4.944876099E1
1.464527783E1,-2.086032867E1,1.303836823E1,-4.919573975E1
1.465529183E1,-2.063433075E1,1.304086208E1,-4.961657715E1
1.466530583E1,-2.052252960E1,1.329427719E1,-4.979949951E1
1.467531983E1,-2.021437836E1,1.339809132E1,-4.943804932E1
1.468533283E1,-1.998995209E1,1.323918343E1,-4.999545288E1
1.469534683E1,-1.992099762E1,1.361653709E1,-4.984417725E1
1.470536083E1,-2.005236053E1,1.391438675E1,-5.013232422E1
1.471537383E1,-1.938799286E1,1.439557171E1,-4.994491577E1
1.472538783E1,-1.925333405E1,1.491324997E1,-4.982498169E1
1.473540183E1,-1.891756439E1,1.515747643E1,-4.974661255E1
1.474541483E1,-1.908466339E1,1.579350376E1,-4.972531128E1
1.475542883E1,-1.868103790E1,1.617431831E1,-4.966726685E1
1.476544283E1,-1.845212555E1,1.620967484E1,-4.961602783E1
1.477545683E1,-1.804084015E1,1.671967888E1,-4.957241821E1
1.478546983E1,-1.777433014E1,1.693022728E1,-4.987100220E1
1.479548383E1,-1.755065155E1,1.732477188E1,-5.002105713E1
1.480549783E1,-1.759156036E1,1.806888962E1,-4.968585205E1
1.481551183E1,-1.717006683E1,1.819366264E1,-4.968130493E1
1.482552483E1,-1.660266876E1,1.808346748E1,-4.964749146E1
1.483553883E1,-1.587541962E1,1.821934891E1,-4.994708252E1
1.484555283E1,-1.555310822E1,1.801217079E1,-5.017294312E1
1.485556583E1,-1.485761261E1,1.802429199E1,-5.011358643E1
1.486557983E1,-1.467778778E1,1.805013084E1,-5.028182983E1
1.487559383E1,-1.459937286E1,1.805624008E1,-5.083261108E1
1.488560683E1,-1.427306366E1,1.818271637E1,-5.068710327E1
1.489562083E1,-1.395977020E1,1.819365883E1,-5.060098267E1
1.490563483E1,-1.367372894E1,1.828011703E1,-5.088018799E1
1.491564883E1,-1.347061920E1,1.844525719E1,-5.066305542E1
1.492566183E1,-1.278879547E1,1.865079117E1,-5.093579102E1
1.493567583E1,-1.236971283E1,1.894573784E1,-5.092254639E1
1.494568983E1,-1.183403778E1,1.907104301E1,-5.083929443E1
1.495570283E1,-1.114037323E1,1.943145752E1,-5.052502441E1
1.496571683E1,-1.055307770E1,1.995153809E1,-5.049047852E1
1.497573083E1,-9.963478088E0,2.045164299E1,-5.052310181E1
1.498574483E1,-9.376930237E0,2.078717995E1,-5.053897095E1
1.499575783E1,-8.665687561E0,2.102775002E1,-5.037722778E1
1.500577183E1,-8.078498840E0,2.115804672E1,-5.009362793E1
1.501578583E1,-7.636360168E0,2.119995689E1,-5.019091797E1
1.502579883E1,-7.416801453E0,2.148529625E1,-5.041925049E1
1.503581283E1,-7.498527527E0,2.165825653E1,-5.016735840E1
1.504582683E1,-7.376350403E0,2.196779633E1,-5.001965332E1
1.505584083E1,-6.858909607E0,2.221630478E1,-4.992578125E1
1.506585383E1,-6.882637024E0,2.217696571E1,-5.037924194E1
1.507586783E1,-6.827079773E0,2.192178726E1,-4.993585205E1
1.508587729E1,-6.821952820E0,2.230455399E1,-4.986898804E1
1.509589029E1,-6.703865051E0,2.232483292E1,-5.023452759E1
1.510590429E1,-6.489677429E0,2.223186874E1,-5.036083984E1
1.511591829E1,-6.137657166E0,2.240077400E1,-5.026898193E1
1.512593129E1,-5.873146057E0,2.239114380E1,-5.016821289E1
1.513594529E1,-5.656211853E0,2.242897797E1,-5.031201172E1
1.514595929E1,-5.364585876E0,2.263275146E1,-5.029241943E1
1.515597329E1,-5.100959778E0,2.254154778E1,-5.078817749E1
1.516598629E1,-4.814903259E0,2.255117798E1,-5.039178467E1
1.517600029E1,-4.629753113E0,2.255657005E1,-5.023693848E1
1.518601429E1,-4.633491516E0,2.251146126E1,-5.053988647E1
1.519602729E1,-4.357337952E0,2.247804642E1,-5.060745239E1
1.520604129E1,-4.250526428E0,2.261569405E1,-5.033477783E1
1.521605529E1,-4.139320374E0,2.238965607E1,-5.059024048E1
1.522606929E1,-4.236412048E0,2.242544365E1,-5.056170654E1
1.523608229E1,-4.186470032E0,2.236537361E1,-5.062579346E1
1.524609629E1,-3.867347717E0,2.202594948E1,-5.057916260E1
1.525611029E1,-3.850532532E0,2.202412033E1,-5.064761353E1
1.526612329E1,-3.828117371E0,2.210832977E1,-5.058297729E1
1.527613729E1,-3.828117371E0,2.210832977E1,-5.058297729E1
1.528615129E1,-3.816688538E0,2.181363678E1,-5.098828125E1
1.529616529E1,-3.929328918E0,2.191390610E1,-5.103073120E1
1.530617829E1,-3.868843079E0,2.173786736E1,-5.074108887E1
1.531619229E1,-3.580848694E0,2.141020393E1,-5.080081177E1
1.532620629E1,-3.570976257E0,2.127298927E1,-5.067031860E1
1.533621929E1,-3.667915344E0,2.118368912E1,-5.122778320E1
1.534623329E1,-3.563148499E0,2.133949089E1,-5.121960449E1
1.535624729E1,-3.270423889E0,2.122448158E1,-5.084732056E1
1.536626129E1,-3.286338806E0,2.120131111E1,-5.105484009E1
1.537627429E1,-2.995841980E0,2.083420563E1,-5.108560181E1
1.538628829E1,-2.872261047E0,2.065225220E1,-5.132809448E1
1.539630229E1,-2.604896545E0,2.068731499E1,-5.131707764E1
1.540631529E1,-2.650428772E0,2.062838173E1,-5.133532715E1
1.541632929E1,-2.583335876E0,2.041894150E1,-5.142837524E1
1.542634329E1,-2.503059387E0,2.038472176E1,-5.122741699E1
1.543635629E1,-2.368293762E0,2.017022133E1,-5.145068359E1
1.544637029E1,-2.102592468E0,2.035327530E1,-5.144375610E1
1.545638429E1,-2.038063049E0,1.996922684E1,-5.152529907E1
1.546639829E1,-1.930854797E0,1.983938980E1,-5.179974365E1
1.547641129E1,-1.769828796E0,1.986368561E1,-5.167901611E1
1.548642529E1,-1.759681702E0,1.959312820E1,-5.165634155E1
1.549643929E1,-1.802909851E0,1.954821777E1,-5.172824097E1
1.550645229E1,-1.879753113E0,1.928216171E1,-5.198156738E1
1.551646629E1,-2.154884338E0,1.915248299E1,-5.176910400E1
1.552648029E1,-2.394889832E0,1.927026558E1,-5.194390869E1
1.553649429E1,-2.260810852E0,1.915742493E1,-5.192346191E1
1.554650729E1,-2.142570496E0,1.912373734E1,-5.197381592E1
1.555652129E1,-2.206367493E0,1.927353477E1,-5.163342285E1
1.556653529E1,-1.805809021E0,1.961397934E1,-5.170617676E1
1.557654829E1,-1.737785339E0,1.988948059E1,-5.185021973E1
1.558656229E1,-1.261749268E0,2.012423897E1,-5.109152222E1
1.559657629E1,-1.085655212E0,2.006636047E1,-5.124560547E1
1.560659029E1,-6.726608276E-1,2.054800606E1,-5.105886841E1
1.561660329E1,-2.599411011E-1,2.099588776E1,-5.107449341E1
1.562661729E1,1.653900146E-1,2.137883759E1,-5.093627930E1
1.563663129E1,3.142318726E-1,2.141927528E1,-5.082061768E1
1.564664429E1,7.359619141E-1,2.166115570E1,-5.053674316E1
1.565665829E1,8.052825928E-1,2.192495728E1,-5.040805054E1
1.566667229E1,1.148452759E0,2.203315735E1,-5.056759644E1
1.567668629E1,1.410499573E0,2.198830414E1,-5.071316528E1
1.568669929E1,1.646026611E0,2.183481979E1,-5.042132568E1
1.569671329E1,1.929916382E0,2.177729607E1,-5.047302246E1
1.570672729E1,2.218627930E0,2.177642441E1,-5.088220215E1
1.571674029E1,2.590789795E0,2.144020462E1,-5.084298706E1
1.572675429E1,3.034408569E0,2.137056923E1,-5.116259766E1
1.573676829E1,3.129524231E0,2.124571609E1,-5.103814697E1
1.574678229E1,3.251289368E0,2.130286980E1,-5.075720215E1
1.575679529E1,3.196258545E0,2.125190353E1,-5.091195679E1
1.576680929E1,2.963905334E0,2.110628700E1,-5.090563965E1
1.577682329E1,2.997283936E0,2.122245979E1,-5.094802856E1
1.578683629E1,3.028511047E0,2.101872253E1,-5.074069214E1
1.579685029E1,3.064590454E0,2.084859657E1,-5.100762939E1
1.580686429E1,2.890052795E0,2.083366776E1,-5.103057861E1
1.581687829E1,2.762763977E0,2.066862679E1,-5.080761719E1
1.582689129E1,2.826438904E0,2.085586739E1,-5.091333008E1
1.583690529E1,2.812026978E0,2.123087311E1,-5.078695679E1
1.584691929E1,2.779243469E0,2.104675865E1,-5.124194336E1
1.585693229E1,2.704635620E0,2.121613884E1,-5.109860229E1
1.586694629E1,2.935234070E0,2.120949173E1,-5.097967529E1
1.587696029E1,2.791107178E0,2.100881004E1,-5.073388672E1
1.588697429E1,2.779846191E0,2.113434982E1,-5.066143799E1
1.589698729E1,2.620132446E0,2.106690216E1,-5.060415649E1
1.590700129E1,2.459533691E0,2.117493248E1,-5.118301392E1
1.591701529E1,2.597167969E0,2.099515343E1,-5.101864624E1
1.592702929E1,2.664131165E0,2.096305656E1,-5.138269043E1
1.593704229E1,2.556251526E0,2.057971001E1,-5.112188721E1
1.594705629E1,2.649551392E0,2.024576950E1,-5.136465454E1
1.595707029E1,2.672264099E0,1.973037338E1,-5.180480957E1
1.596708329E1,2.443519592E0,1.887606812E1,-5.186230469E1
1.597709729E1,1.950851440E0,1.808830452E1,-5.222567749E1
1.598711129E1,1.602836609E0,1.778676987E1,-5.274169922E1
1.599712529E1,1.465980530E0,1.725843811E1,-5.254888916E1
1.600713829E1,1.231910706E0,1.752227783E1,-5.243087769E1
1.601715229E1,1.187156677E0,1.774593544E1,-5.235061646E1
1.602716629E1,6.853027344E-1,1.810959435E1,-5.242382812E1
1.603717929E1,4.485092163E-1,1.876150513E1,-5.196752930E1
1.604719329E1,3.577728271E-1,1.903119469E1,-5.191915894E1
1.605720729E1,1.180953979E-1,1.971586418E1,-5.163348389E1
1.606722129E1,2.896423340E-1,2.016370583E1,-5.161331177E1
1.607723429E1,9.146881104E-2,2.049461746E1,-5.147430420E1
1.608724908E1,-2.586364746E-3,2.090417099E1,-5.106176758E1
1.609726308E1,-1.427688599E-1,2.114776421E1,-5.101425171E1
1.610727608E1,-3.783798218E-1,2.160655403E1,-5.064382935E1
1.611729008E1,-5.086975098E-1,2.231366920E1,-5.032479858E1
1.612730408E1,-6.925582886E-1,2.276518059E1,-5.037310791E1
1.613731808E1,-5.725555420E-1,2.324304008E1,-4.997778320E1
1.614733108E1,-6.160202026E-1,2.351095200E1,-4.944454956E1
1.615734508E1,-8.078231812E-1,2.427117729E1,-4.904058838E1
1.616735908E1,-1.149398804E0,2.462995529E1,-4.911880493E1
1.617737208E1,-1.431617737E0,2.483842087E1,-4.912707520E1
1.618738608E1,-1.732566833E0,2.504353523E1,-4.921813965E1
1.619740008E1,-1.711128235E0,2.511884308E1,-4.868835449E1
1.620741408E1,-1.998680115E0,2.523133850E1,-4.887896729E1
1.621742708E1,-2.027458191E0,2.525806046E1,-4.877072144E1
1.622744108E1,-2.237968445E0,2.521795273E1,-4.873663330E1
1.623745508E1,-2.414955139E0,2.536516762E1,-4.881103516E1
1.624746808E1,-2.469795227E0,2.513518333E1,-4.881304932E1
1.625748208E1,-2.684883118E0,2.484034920E1,-4.910110474E1
1.626749608E1,-2.731849670E0,2.487065125E1,-4.872653198E1
1.627751008E1,-2.876045227E0,2.467380333E1,-4.907962036E1
1.628752308E1,-3.137641907E0,2.444731331E1,-4.893148804E1
1.629753708E1,-3.550895691E0,2.450788498E1,-4.916348267E1
1.630755108E1,-3.550895691E0,2.450788498E1,-4.916348267E1
1.631756408E1,-3.523414612E0,2.407896614E1,-4.899282837E1
1.632757808E1,-3.713874817E0,2.381117439E1,-4.920620728E1
1.633759208E1,-3.859382629E0,2.344804192E1,-4.958026123E1
1.634760608E1,-3.925285339E0,2.303574562E1,-4.969802856E1
1.635761908E1,-4.219978333E0,2.272317123E1,-5.003567505E1
1.636763308E1,-4.049736023E0,2.268137741E1,-4.966677856E1
1.637764708E1,-4.172447205E0,2.277056313E1,-5.001083374E1
1.638766008E1,-4.377357483E0,2.236435127E1,-5.014608765E1
1.639767408E1,-4.191581726E0,2.208768463E1,-5.075268555E1
1.640768808E1,-4.295646667E0,2.199473953E1,-5.027124023E1
1.641770208E1,-4.179939270E0,2.162720680E1,-5.056982422E1
1.642771508E1,-4.131309509E0,2.147497559E1,-5.065570068E1
1.643772908E1,-3.927253723E0,2.115399170E1,-5.041348267E1
1.644774308E1,-3.747535706E0,2.102177811E1,-5.071038818E1
1.645775608E1,-3.584465027E0,2.096017647E1,-5.103439331E1
1.646777008E1,-3.521446228E0,2.064386177E1,-5.072875977E1
1.647778408E1,-3.171791077E0,2.030560684E1,-5.099420166E1
1.648779808E1,-2.823951721E0,2.008347511E1,-5.115832520E1
1.649781108E1,-2.599327087E0,1.965008163E1,-5.148556519E1
1.650782508E1,-2.600563049E0,1.952747536E1,-5.122686768E1
1.651783908E1,-2.397300720E0,1.930710793E1,-5.159677124E1
1.652785208E1,-1.927101135E0,1.889712906E1,-5.160086060E1
1.653786608E1,-1.312416077E0,1.857810593E1,-5.169018555E1
1.654788008E1,-1.043792725E0,1.818811226E1,-5.249963379E1
1.655789408E1,-6.487808228E-1,1.789130592E1,-5.236590576E1
1.656790708E1,-2.856369019E-1,1.754577637E1,-5.261999512E1
1.657792108E1,-2.242355347E-1,1.740672874E1,-5.273596191E1
1.658793508E1,3.546295166E-1,1.706327438E1,-5.271923828E1
1.659794808E1,4.138336182E-1,1.682518959E1,-5.271130371E1
1.660796208E1,4.978485107E-1,1.652217674E1,-5.281771851E1
1.661797608E1,5.619964600E-1,1.633115387E1,-5.300802612E1
1.662799008E1,3.646621704E-1,1.657050323E1,-5.340823364E1
1.663800308E1,1.697158813E-1,1.664220619E1,-5.317523193E1
1.664801708E1,7.560729980E-2,1.677231789E1,-5.303445435E1
1.665803108E1,-3.637542725E-1,1.679876137E1,-5.289526367E1
1.666804408E1,-4.859848022E-1,1.684968948E1,-5.235433960E1
1.667805808E1,-8.442077637E-1,1.718572426E1,-5.237185669E1
1.668807208E1,-1.639732361E0,1.746296310E1,-5.241952515E1
1.669808608E1,-2.177726746E0,1.768815231E1,-5.256988525E1
1.670809908E1,-3.042579651E0,1.809442520E1,-5.240997314E1
1.671811308E1,-4.023658752E0,1.858221436E1,-5.198684692E1
1.672812708E1,-5.124458313E0,1.885054016E1,-5.176687622E1
1.673814008E1,-6.049125671E0,1.920673943E1,-5.113201904E1
1.674815408E1,-7.176734924E0,1.981685829E1,-5.116555786E1
1.675816808E1,-8.264060974E0,2.036750793E1,-5.077935791E1
1.676818208E1,-9.042564392E0,2.052193642E1,-5.106375122E1
1.677819508E1,-9.576927185E0,2.116194534E1,-5.041021729E1
1.678820908E1,-9.248786926E0,2.128946304E1,-5.005505371E1
1.679822308E1,-9.211692810E0,2.160523796E1,-4.971749878E1
1.680823608E1,-8.945686340E0,2.181453133E1,-4.996881104E1
1.681825008E1,-8.856651306E0,2.194266129E1,-5.004916382E1
1.682826408E1,-8.976341248E0,2.203516006E1,-4.981820679E1
1.683827808E1,-9.049507141E0,2.205790710E1,-5.002209473E1
1.684829108E1,-8.895576477E0,2.236961365E1,-4.998480225E1
1.685830508E1,-8.720085144E0,2.246669960E1,-4.973446655E1
1.686831908E1,-8.611747742E0,2.263483238E1,-4.962765503E1
1.687833208E1,-8.600685120E0,2.303032494E1,-4.959762573E1
1.688834608E1,-8.449851990E0,2.298647118E1,-4.975195312E1
1.689836008E1,-8.276817322E0,2.275679398E1,-4.962933350E1
1.690837408E1,-8.144859314E0,2.280032349E1,-4.938357544E1
1.691838708E1,-8.037971497E0,2.301698494E1,-4.909863281E1
1.692840108E1,-8.038032532E0,2.327294159E1,-4.927700806E1
1.693841508E1,-8.141532898E0,2.328386307E1,-4.914486694E1
1.694842808E1,-7.966667175E0,2.335301399E1,-4.939004517E1
1.695844208E1,-7.969261169E0,2.353419685E1,-4.917483521E1
1.696845608E1,-8.006752014E0,2.362477684E1,-4.891714478E1
1.697847008E1,-8.017997742E0,2.384554863E1,-4.895046997E1
1.698848308E1,-7.942558289E0,2.432532883E1,-4.871328735E1
1.699849708E1,-8.181785583E0,2.418413353E1,-4.859127808E1
1.700851108E1,-8.043769836E0,2.445866585E1,-4.838757324E1
1.701852408E1,-7.614189148E0,2.481370735E1,-4.853253174E1
1.702853808E1,-7.788688660E0,2.478133011E1,-4.878683472E1
1.703855208E1,-7.792243958E0,2.513570404E1,-4.844873047E1
1.704856608E1,-7.646842957E0,2.511644363E1,-4.831457520E1
1.705857908E1,-7.851295471E0,2.525813103E1,-4.829031372E1
1.706859308E1,-7.765312195E0,2.538029289E1,-4.821151733E1
1.707860708E1,-7.777137756E0,2.541191864E1,-4.863784790E1
1.708862308E1,-7.909980774E0,2.544930077E1,-4.861840820E1
1.709863708E1,-7.910346985E0,2.531911278E1,-4.815567017E1
1.710865108E1,-7.871604919E0,2.516910172E1,-4.819219971E1
1.711866508E1,-7.788505554E0,2.547663498E1,-4.835604858E1
1.712867808E1,-7.665489197E0,2.544882393E1,-4.824487305E1
1.713869208E1,-7.530967712E0,2.565180588E1,-4.808981323E1
1.714870608E1,-7.526695251E0,2.557835579E1,-4.822756958E1
1.715871908E1,-7.541984558E0,2.546633530E1,-4.847360229E1
