"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.342730658E1,-1.159093022E0,-1.932684898E0,1.942660809E-1
2.343731958E1,-1.125550985E0,-2.252273321E0,2.312541902E-1
2.344733358E1,-1.222216129E0,-2.503698349E0,2.256599963E-1
2.345734758E1,-1.459718108E0,-2.909553766E0,2.497307062E-1
2.346736158E1,-1.798129678E0,-3.452121496E0,3.007944226E-1
2.347737458E1,-2.206892967E0,-4.335824490E0,3.921208680E-1
2.348738858E1,-2.317581892E0,-5.024298191E0,4.291358888E-1
2.349740258E1,-1.960885882E0,-4.673334122E0,2.997866869E-1
2.350741558E1,-1.461670637E0,-3.370189190E0,2.010507435E-1
2.351742958E1,-1.106328249E0,-1.821547508E0,2.318379432E-1
2.352744358E1,-7.529475093E-1,-8.023042083E-1,2.703139782E-1
2.353745758E1,-5.876832008E-1,-6.941508651E-1,3.277596831E-1
2.354747058E1,-4.314478338E-1,-7.714520693E-1,2.466789931E-1
2.355748458E1,-2.571394444E-1,-5.081650615E-1,1.902684420E-1
2.356749858E1,-1.331130713E-1,-3.764824271E-1,1.728228629E-1
2.357751258E1,4.372002557E-2,-4.081332982E-1,1.431075782E-1
2.358752558E1,1.416453272E-1,-4.669362307E-1,1.189428717E-1
2.359753958E1,2.172593921E-1,-5.925809741E-1,1.042736471E-1
2.360755358E1,2.383354604E-1,-7.402928472E-1,7.722604275E-2
2.361756658E1,1.746915132E-1,-1.045263886E0,5.944944546E-2
2.362758058E1,5.015580356E-2,-1.757091761E0,1.141782030E-1
2.363759458E1,5.969524384E-2,-2.372981310E0,1.075962037E-1
2.364760858E1,2.673172355E-1,-2.207424402E0,-3.153424710E-2
2.365762158E1,1.716681868E-1,-1.663316011E0,-1.747073829E-1
2.366763558E1,-2.662834898E-2,-1.553153276E0,-2.293349355E-1
2.367764958E1,5.246380717E-2,-1.173150063E0,-1.533796266E-2
2.368766358E1,-4.074827582E-2,-9.962239861E-1,-4.946063273E-4
2.369767658E1,-1.116882339E-1,-9.148145914E-1,1.553815603E-2
2.370769058E1,-1.264209300E-1,-6.728287339E-1,4.334820062E-2
2.371770458E1,-1.379758418E-1,-5.616127253E-1,5.286633968E-2
2.372771758E1,-1.183681041E-1,-6.050232649E-1,1.046767980E-1
2.373773158E1,-7.961564511E-2,-6.303336620E-1,1.071356982E-1
2.374774558E1,-6.436887383E-2,-6.804597974E-1,8.162659407E-2
2.375775958E1,-5.650109425E-2,-7.608593106E-1,4.853521287E-2
2.376777258E1,-4.813091829E-2,-7.827207446E-1,-2.673316281E-3
2.377778658E1,-7.967522368E-3,-8.110141754E-1,-4.198929667E-2
2.378780058E1,4.519166797E-2,-9.541430473E-1,-5.791766196E-2
2.379781458E1,6.615500897E-2,-9.154153466E-1,-5.286378041E-2
2.380782758E1,9.237233549E-2,-8.765243888E-1,-1.252141688E-2
2.381784158E1,1.623602062E-1,-1.017190337E0,-2.474186569E-2
2.382785558E1,2.063560337E-1,-1.099382520E0,3.231448308E-2
2.383786858E1,2.568807304E-1,-1.087976217E0,7.761964202E-2
2.384788258E1,3.213834763E-1,-1.232246995E0,2.580011263E-2
2.385789658E1,4.058674872E-1,-1.122413397E0,3.635741398E-2
2.386791058E1,4.318625927E-1,-9.333265424E-1,3.726501483E-3
2.387792358E1,3.776065409E-1,-8.816902637E-1,-2.355758287E-2
2.388793758E1,3.373018503E-1,-8.946043849E-1,-3.691757843E-2
2.389795158E1,3.637419641E-1,-9.094904065E-1,-2.440737933E-2
2.390796558E1,3.631690741E-1,-1.082311034E0,6.245085504E-3
2.391797858E1,2.927718759E-1,-1.439160228E0,4.858535156E-2
2.392799258E1,2.040336430E-1,-1.772387385E0,1.001750231E-1
2.393800658E1,1.026228815E-1,-2.124030352E0,1.795492023E-1
2.394801958E1,4.489411041E-2,-2.701056719E0,1.262582839E-1
2.395803358E1,9.897731990E-2,-3.238871813E0,6.274296343E-2
2.396804758E1,3.110126555E-1,-3.002297401E0,3.091899678E-2
2.397806158E1,5.404682159E-1,-2.182136536E0,1.748326933E-3
2.398807458E1,5.400047898E-1,-1.389404416E0,-3.984680772E-2
2.399808858E1,3.197999597E-1,-9.416164160E-1,-6.269566715E-2
2.400810258E1,2.096218616E-1,-9.142428041E-1,-6.615856290E-2
2.401811658E1,3.466867805E-1,-1.300223470E0,-6.933864206E-2
2.402812958E1,3.787389398E-1,-1.578084469E0,-3.334470466E-2
2.403814358E1,2.757068276E-1,-1.587661982E0,5.480987485E-3
2.404815758E1,1.321182549E-1,-1.673385620E0,2.449006215E-2
2.405817058E1,7.904198021E-2,-1.642680526E0,-2.281273901E-2
2.406818458E1,8.418162912E-2,-1.505823493E0,-7.678991556E-2
2.407819858E1,1.021792740E-1,-1.353732586E0,-7.164175808E-2
2.408821258E1,2.007818222E-1,-1.168678403E0,-8.627288043E-2
2.409822646E1,2.728104591E-1,-1.119321704E0,-9.974314272E-2
2.410824046E1,3.009085059E-1,-1.118076324E0,-1.390865743E-1
2.411825446E1,3.254961371E-1,-1.058874249E0,-1.795730144E-1
2.412826846E1,3.298128247E-1,-1.026576877E0,-2.059657127E-1
2.413828146E1,2.783229947E-1,-1.009469271E0,-2.639970481E-1
2.414829546E1,2.286786288E-1,-9.368575215E-1,-2.509649098E-1
2.415830946E1,2.041181475E-1,-7.873924375E-1,-2.010500878E-1
2.416832246E1,2.028479278E-1,-7.977657914E-1,-1.408187449E-1
2.417833646E1,2.023936063E-1,-9.149246216E-1,-9.131404757E-2
2.418835046E1,2.172296792E-1,-1.036379933E0,-2.963415906E-2
2.419836446E1,2.331170291E-1,-1.153750420E0,-1.335452124E-2
2.420837746E1,2.576394677E-1,-1.213102937E0,2.468989464E-3
2.421839146E1,2.649506330E-1,-1.154452085E0,-6.932768039E-3
2.422840546E1,2.403000891E-1,-1.028223395E0,-3.593303636E-2
2.423841946E1,1.971334368E-1,-7.889380455E-1,-7.842484117E-2
2.424843246E1,1.608454287E-1,-4.273714423E-1,-8.004108816E-2
2.425844646E1,5.987860635E-2,-9.208825231E-2,-8.468537778E-2
2.426846046E1,-7.051953580E-3,8.366625756E-2,-1.129660159E-1
2.427847346E1,3.442862630E-2,1.219995990E-1,-1.209712103E-1
2.428848746E1,8.612719923E-2,6.687968969E-2,-1.180252209E-1
2.429850146E1,7.985492051E-2,1.061987877E-2,-7.932629436E-2
2.430851546E1,5.546294525E-2,5.509400368E-2,-4.056452587E-2
2.431852846E1,2.913653105E-2,1.501238495E-1,-1.447726786E-2
2.432854246E1,1.026665047E-2,2.392523289E-1,1.129390299E-2
2.433855646E1,-2.851190418E-2,3.124421239E-1,2.811655775E-2
2.434857046E1,-5.007558689E-2,3.343141973E-1,3.816943988E-2
2.435858346E1,-6.054181233E-2,3.595580161E-1,4.188055545E-2
2.436859746E1,-6.521855295E-2,3.379410207E-1,4.444568977E-2
2.437861146E1,-5.344631895E-2,2.936180234E-1,4.472958297E-2
2.438862446E1,-4.232425988E-2,2.436866164E-1,4.367576540E-2
2.439863846E1,-1.798802800E-2,2.254881710E-1,4.075454548E-2
2.440865246E1,-3.797112405E-2,2.298333943E-1,3.864136711E-2
2.441866646E1,-6.237606704E-2,2.406849712E-1,4.326594621E-2
2.442867946E1,-6.926634163E-2,2.719659209E-1,4.292239249E-2
2.443869346E1,-6.498717517E-2,3.469362855E-1,3.220769763E-2
2.444870746E1,-5.433686078E-2,4.241083264E-1,2.601933479E-2
2.445872146E1,-1.557934470E-2,4.426079690E-1,1.100922562E-2
2.446873446E1,3.895985335E-2,4.364351034E-1,-1.254591253E-2
2.447874846E1,7.827397436E-2,4.569321275E-1,-2.380655706E-2
2.448876246E1,1.060333475E-1,4.905096591E-1,-3.516148403E-2
2.449877546E1,9.916745126E-2,5.097011924E-1,-4.092456400E-2
2.450878946E1,6.601932645E-2,5.100687146E-1,-4.103962705E-2
2.451880346E1,2.870151401E-2,5.681711435E-1,-3.550557792E-2
2.452881746E1,-4.499553144E-2,6.756649017E-1,-1.720594987E-2
2.453883046E1,-5.935476348E-2,7.133939266E-1,1.255882438E-3
2.454884446E1,-5.294653587E-3,7.491928935E-1,-8.083116263E-4
2.455885846E1,1.068937220E-2,8.086200356E-1,1.869215257E-2
2.456887246E1,2.635953203E-2,8.348600864E-1,2.531249821E-2
2.457888546E1,6.197638437E-2,9.334743023E-1,2.025409043E-2
2.458889946E1,8.996005356E-2,1.084146738E0,8.968170732E-5
2.459891346E1,4.168546200E-2,1.205384970E0,-1.748718135E-2
2.460892746E1,7.151757367E-3,1.316315174E0,-1.750285551E-2
2.461894046E1,-1.237107813E-2,1.343670607E0,-9.184738621E-3
2.462895446E1,-4.656393826E-2,1.305918217E0,2.775117569E-2
2.463896846E1,-9.382385761E-2,1.256586909E0,4.232105985E-2
2.464898146E1,-1.257426888E-1,1.177982569E0,5.372682214E-2
2.465899546E1,-1.189151481E-1,1.098539948E0,4.290506616E-2
2.466900946E1,-7.737876475E-2,1.118111849E0,2.535991371E-2
2.467902346E1,-4.002286866E-2,1.214432836E0,1.941547170E-2
2.468903646E1,-3.569586575E-2,1.315480351E0,1.020199712E-2
2.469905046E1,-3.035942465E-2,1.424468875E0,-5.445139483E-3
2.470906446E1,-2.410401031E-2,1.517812967E0,-3.120297939E-2
2.471907846E1,-3.655194305E-3,1.606567860E0,-4.830100387E-2
2.472909146E1,3.043310344E-2,1.648561239E0,-5.114978552E-2
2.473910546E1,3.927186877E-2,1.639915109E0,-4.099435359E-2
2.474911946E1,3.721943870E-2,1.618359923E0,-3.316171095E-2
2.475913246E1,4.923136160E-2,1.613685012E0,-1.011205371E-2
2.476914646E1,6.680468470E-2,1.643978119E0,1.773423329E-2
2.477916046E1,9.491141886E-2,1.704637408E0,2.728592604E-2
2.478917446E1,9.699065238E-2,1.748173594E0,3.570710868E-2
2.479918746E1,9.919441491E-2,1.802827239E0,4.347155616E-2
2.480920146E1,1.326814890E-1,1.938323379E0,3.892121464E-2
2.481921546E1,1.280164421E-1,2.096402168E0,4.204057530E-2
2.482922946E1,1.446700245E-1,2.301583290E0,2.974535525E-2
2.483924246E1,1.375676394E-1,2.443914652E0,6.444028579E-3
2.484925646E1,8.825507015E-2,2.483070135E0,-1.103961747E-2
2.485927046E1,2.113116533E-2,2.436134338E0,-1.985228434E-2
2.486928446E1,-1.901197806E-2,2.333691359E0,-1.334300172E-2
2.487929746E1,-2.610690519E-2,2.224608660E0,3.949434962E-3
2.488931146E1,-1.224524807E-2,2.184817791E0,1.690594293E-2
2.489932546E1,-4.728579149E-2,2.162725687E0,6.049096957E-2
2.490933846E1,-6.253908575E-2,2.260759115E0,7.476577163E-2
2.491935246E1,-8.905485272E-2,2.423563242E0,7.942283899E-2
2.492936646E1,-1.097235680E-1,2.672330618E0,7.992593944E-2
2.493938046E1,-1.217301637E-1,2.888714314E0,7.454475760E-2
2.494939346E1,-1.266339272E-1,3.048517942E0,7.322759181E-2
2.495940746E1,-1.463048309E-1,3.311829329E0,1.604810059E-1
2.496942146E1,-1.225300878E-1,3.545940161E0,2.639106512E-1
2.497943546E1,-7.513940334E-2,3.664104462E0,2.871544361E-1
2.498944846E1,-3.004219756E-2,3.777827024E0,2.874586284E-1
2.499946246E1,-4.230841063E-3,4.014220715E0,3.171688616E-1
2.500947646E1,4.670467228E-2,4.476629257E0,3.437519968E-1
2.501948946E1,4.091282934E-2,4.910419464E0,3.275232315E-1
2.502950346E1,-2.790558711E-2,4.873509884E0,2.237379849E-1
2.503951746E1,1.871145144E-2,4.217495441E0,8.060345799E-2
2.504953146E1,9.742914140E-2,3.208809614E0,-5.368190259E-2
2.505954446E1,1.508175433E-1,2.378768444E0,-1.622531265E-1
2.506955846E1,1.962242573E-1,1.683905244E0,-1.791090518E-1
2.507957246E1,1.282377392E-1,1.200703621E0,-5.331516638E-2
2.508958579E1,-1.505389810E-5,8.937903643E-1,4.993140232E-3
2.509959879E1,-6.703669578E-2,9.675726891E-1,-1.886292361E-2
2.510961279E1,-7.180286199E-2,1.222894192E0,-4.329504445E-2
2.511962679E1,-6.794393808E-2,1.383207679E0,-4.539255053E-2
2.512964079E1,-1.489116345E-2,1.664610028E0,-3.814980015E-2
2.513965379E1,2.567863464E-2,1.732084990E0,-2.777199447E-2
2.514966779E1,4.568028264E-3,1.847674727E0,-4.598539695E-2
2.515968179E1,2.829226479E-2,1.877303720E0,-3.757460415E-2
2.516969579E1,6.063172221E-2,1.966548204E0,-4.232323915E-2
2.517970879E1,1.033091471E-1,2.147618532E0,-5.883643776E-2
2.518972279E1,1.644489914E-1,2.318221569E0,-7.881840318E-2
2.519973679E1,2.456399798E-1,2.449196577E0,-8.441423625E-2
2.520974979E1,3.223904371E-1,2.592435360E0,-9.786293656E-2
2.521976379E1,3.708381355E-1,2.598405600E0,-1.126544029E-1
2.522977779E1,4.137338400E-1,2.536613226E0,-1.170691326E-1
2.523979179E1,4.230130911E-1,2.478336573E0,-1.358657181E-1
2.524980479E1,3.928601146E-1,2.341319084E0,-1.251353025E-1
2.525981879E1,3.532549143E-1,2.156682014E0,-1.047605202E-1
2.526983279E1,3.448229730E-1,2.057894230E0,-8.553813398E-2
2.527984679E1,3.476959765E-1,2.093469143E0,-7.497310638E-2
2.528985979E1,3.238883615E-1,2.108580112E0,-1.121082082E-1
2.529987379E1,2.832655609E-1,2.045240879E0,-1.451532394E-1
2.530988779E1,2.452608645E-1,1.979867101E0,-1.394908130E-1
2.531990079E1,2.051568478E-1,1.942290664E0,-1.544838846E-1
2.532991479E1,1.715062261E-1,2.008238792E0,-1.860788167E-1
2.533992879E1,1.249642819E-1,2.033138990E0,-2.307821065E-1
2.534994279E1,8.164507896E-2,1.982063055E0,-2.299093902E-1
2.535995579E1,3.754712641E-2,1.952916265E0,-2.548104823E-1
2.536996979E1,-2.864125650E-3,1.957069635E0,-2.918382883E-1
2.537998379E1,-1.924522966E-2,1.935324669E0,-3.197143972E-1
2.538999779E1,1.782459766E-2,1.843903303E0,-3.205809891E-1
2.540001079E1,1.100277603E-1,1.841549277E0,-2.854144573E-1
2.541002479E1,1.836573631E-1,2.034649849E0,-2.507164180E-1
2.542003879E1,2.048105896E-1,2.303822279E0,-2.128819376E-1
2.543005279E1,2.145045400E-1,2.388174295E0,-1.879467815E-1
2.544006579E1,2.491171062E-1,2.118569613E0,-1.062553748E-1
2.545007979E1,2.170405835E-1,1.728854775E0,-2.875337750E-2
2.546009379E1,1.334849745E-1,1.504248857E0,-9.494423866E-4
2.547010779E1,6.969136000E-2,1.380450130E0,2.214761451E-2
2.548012079E1,4.290794954E-2,1.202945352E0,6.864027679E-2
2.549013479E1,-3.759480547E-3,1.002668858E0,8.859135956E-2
2.550014879E1,-7.637801766E-2,8.111737967E-1,8.037897199E-2
2.551016179E1,-1.541385055E-1,6.214970350E-1,7.052098960E-2
2.552017579E1,-2.146913409E-1,5.022116303E-1,5.997913331E-2
2.553018979E1,-2.414897531E-1,4.436042607E-1,3.838304430E-2
2.554020379E1,-2.461313754E-1,3.795869350E-1,4.539648071E-2
2.555021679E1,-2.067348659E-1,3.197596967E-1,4.462124780E-2
2.556023079E1,-1.629919112E-1,3.051884770E-1,2.149808407E-2
2.557024479E1,-1.542785913E-1,2.416648865E-1,-1.890713535E-2
2.558025879E1,-1.588315368E-1,2.005850971E-1,-5.540868640E-2
2.559027179E1,-1.448683143E-1,2.390049249E-1,-9.403357655E-2
2.560028579E1,-1.474606395E-1,2.663683593E-1,-1.390729547E-1
2.561029979E1,-1.666370928E-1,2.114804834E-1,-1.988268495E-1
2.562031279E1,-1.921389997E-1,9.873288870E-2,-2.268480957E-1
2.563032679E1,-1.793677658E-1,1.654021814E-2,-2.339555323E-1
2.564034079E1,-1.561564505E-1,4.695538431E-2,-2.327224910E-1
2.565035479E1,-1.249597967E-1,1.109696552E-1,-2.372573763E-1
2.566036779E1,-1.375301778E-1,3.471238613E-1,-2.384219766E-1
2.567038179E1,-9.993745387E-2,6.567339897E-1,-2.090919912E-1
2.568039579E1,-1.120385341E-2,7.504138947E-1,-1.765699983E-1
2.569040979E1,5.641052872E-2,6.672443748E-1,-1.707400680E-1
2.570042279E1,1.445185542E-1,6.374238729E-1,-1.633290201E-1
2.571043679E1,2.683861554E-1,7.103733420E-1,-1.619236916E-1
2.572045079E1,4.440826178E-1,8.486052752E-1,-1.697158366E-1
2.573046479E1,6.083932519E-1,1.047044516E0,-1.508550644E-1
2.574047779E1,6.603385210E-1,1.138111949E0,-1.380907893E-1
2.575049179E1,6.228636503E-1,1.078595042E0,-1.097931191E-1
2.576050579E1,5.025313497E-1,1.082667351E0,-5.951903015E-2
2.577051979E1,4.019660354E-1,1.071416497E0,-5.491095409E-2
2.578053279E1,3.171430230E-1,1.108774543E0,-5.727637187E-2
2.579054679E1,2.882591486E-1,1.273761988E0,-6.492869556E-2
2.580056079E1,3.113652766E-1,1.487732649E0,-6.522963196E-2
2.581057379E1,3.592607081E-1,1.657315731E0,-6.093048304E-2
2.582058779E1,3.930397034E-1,1.800320268E0,-6.874819100E-2
2.583060179E1,3.899917901E-1,1.987805128E0,-9.536944330E-2
2.584061579E1,3.176944256E-1,2.285682201E0,-1.551478207E-1
2.585062879E1,2.117224932E-1,2.609263897E0,-2.518383861E-1
2.586064279E1,9.562385827E-2,2.860679150E0,-3.819591105E-1
2.587065679E1,-4.380760249E-3,2.993785143E0,-4.828540385E-1
2.588067079E1,-9.215961397E-2,3.023503780E0,-5.047963858E-1
2.589068379E1,-1.798622012E-1,2.973689318E0,-4.712927341E-1
2.590069779E1,-2.641352713E-1,2.854283333E0,-4.312057495E-1
2.591071179E1,-3.573107719E-1,2.721493483E0,-3.875530958E-1
2.592072579E1,-4.551856518E-1,2.577503920E0,-3.570777476E-1
2.593073879E1,-5.583270192E-1,2.418810368E0,-3.401136696E-1
2.594075279E1,-6.178966165E-1,2.326908827E0,-3.398939669E-1
2.595076679E1,-6.753402948E-1,2.302713871E0,-3.339111507E-1
2.596078079E1,-6.704515219E-1,2.183724403E0,-3.374329209E-1
2.597079379E1,-5.934644938E-1,1.945963860E0,-3.756916225E-1
2.598080779E1,-5.041689873E-1,1.693917036E0,-4.251302779E-1
2.599082179E1,-4.717752039E-1,1.444745898E0,-4.336569011E-1
2.600083479E1,-4.639846385E-1,1.241471291E0,-3.843018711E-1
2.601084879E1,-4.609320164E-1,1.103300333E0,-3.266082406E-1
2.602086279E1,-4.390370846E-1,1.022448897E0,-2.617677152E-1
2.603087679E1,-3.783190846E-1,1.039120436E0,-1.968888491E-1
2.604088979E1,-3.670259416E-1,1.150438666E0,-1.329745799E-1
2.605090379E1,-3.573206365E-1,1.227345228E0,-7.577121258E-2
2.606091779E1,-3.211133778E-1,1.184530377E0,-1.690949127E-2
2.607093179E1,-2.576365769E-1,1.066929817E0,3.110941313E-2
2.608094479E1,-1.998987049E-1,9.212354422E-1,5.371725187E-2
2.609095896E1,-1.416316628E-1,8.078014255E-1,6.819498539E-2
2.610097296E1,-1.292197406E-1,7.671064734E-1,8.390790224E-2
2.611098696E1,-1.467165649E-1,7.728207111E-1,1.038307697E-1
2.612099996E1,-1.753479540E-1,8.113803267E-1,1.086183339E-1
2.613101396E1,-1.879605800E-1,8.731846809E-1,1.102793515E-1
2.614102796E1,-1.654488742E-1,9.097264409E-1,1.373863369E-1
2.615104196E1,-9.325496107E-2,8.973060250E-1,1.489143372E-1
2.616105496E1,-9.410046041E-4,8.581091166E-1,1.405277699E-1
2.617106896E1,5.646276474E-2,7.874068618E-1,1.177857369E-1
2.618108296E1,7.002411783E-2,7.011708021E-1,1.072779670E-1
2.619109696E1,2.859364823E-2,7.079629898E-1,1.181649640E-1
2.620110996E1,-4.088369757E-2,7.748591900E-1,1.444493085E-1
2.621112396E1,-7.995001227E-2,7.831042409E-1,1.583749354E-1
2.622113796E1,-6.740625203E-2,7.383255959E-1,1.697205305E-1
2.623115096E1,-1.691432670E-3,6.601358652E-1,1.968549788E-1
2.624116496E1,1.104923636E-1,5.546528101E-1,2.491437495E-1
2.625117896E1,2.317310870E-1,4.005048275E-1,3.114090264E-1
2.626119296E1,3.249577284E-1,2.876299322E-1,3.397325277E-1
2.627120596E1,3.411127329E-1,3.049131632E-1,3.033564091E-1
2.628121996E1,2.478773445E-1,4.740976691E-1,2.360343486E-1
2.629123396E1,1.429755986E-1,6.381303668E-1,1.916998923E-1
2.630124796E1,9.443468601E-2,6.892961264E-1,1.779489219E-1
2.631126096E1,7.514251769E-2,6.956588030E-1,1.762865633E-1
2.632127496E1,3.430587053E-2,7.254108191E-1,1.470384002E-1
2.633128896E1,-2.500929311E-2,7.579439282E-1,1.150405481E-1
2.634130296E1,-6.342165917E-2,8.155289292E-1,7.764311135E-2
2.635131596E1,-8.359149843E-2,8.333082199E-1,1.498345844E-2
2.636132996E1,-7.169196755E-2,7.885932326E-1,-3.797403350E-2
2.637134396E1,-5.033431947E-2,8.712059259E-1,-5.745533854E-2
2.638135796E1,-8.053030819E-2,1.086369872E0,-4.551425576E-2
2.639137096E1,-1.076584458E-1,1.241376996E0,1.414268836E-2
2.640138496E1,-7.884863764E-2,1.267673850E0,9.290035069E-2
2.641139896E1,-2.572074346E-2,1.145395041E0,1.877299398E-1
2.642141296E1,1.616998017E-2,9.943418503E-1,2.831184864E-1
2.643142596E1,3.016734868E-2,8.366991282E-1,3.270651698E-1
2.644143996E1,1.740494743E-2,7.556018829E-1,3.263384104E-1
2.645145396E1,-2.173561230E-2,7.701822519E-1,3.295528293E-1
2.646146696E1,-6.178103387E-2,8.674504757E-1,3.073327541E-1
2.647148096E1,-1.018763930E-1,9.779238105E-1,2.894131541E-1
2.648149496E1,-1.163573340E-1,1.012862921E0,2.534777820E-1
2.649150896E1,-1.192580685E-1,1.032224894E0,2.236442566E-1
2.650152196E1,-4.594683647E-2,9.737436771E-1,2.181080729E-1
2.651153596E1,8.989332616E-2,8.314258456E-1,2.184319198E-1
2.652154996E1,2.403310388E-1,7.073875666E-1,1.951652169E-1
2.653156396E1,2.995278537E-1,6.574023962E-1,1.119456887E-1
2.654157696E1,2.834652662E-1,6.161002517E-1,-2.261078544E-2
2.655159096E1,2.630502582E-1,5.285074115E-1,-1.408663243E-1
2.656160496E1,2.421897054E-1,4.590228796E-1,-2.197137326E-1
2.657161896E1,2.057360411E-1,4.441258907E-1,-2.419019192E-1
2.658163196E1,1.452231705E-1,3.846548498E-1,-2.428462803E-1
2.659164596E1,9.795436263E-2,3.013153970E-1,-2.372186929E-1
2.660165996E1,7.283116877E-2,1.757710278E-1,-2.130939215E-1
2.661167396E1,5.443835258E-2,-4.664588720E-3,-2.061337382E-1
2.662168696E1,4.214840010E-2,-2.401016057E-1,-2.008369863E-1
2.663170096E1,-2.048624214E-3,-4.526131451E-1,-2.038114667E-1
2.664171496E1,-5.853826553E-2,-6.560701132E-1,-2.185965478E-1
2.665172896E1,-8.335466683E-2,-8.948525190E-1,-2.134073675E-1
2.666174196E1,-9.985081851E-2,-1.213492870E0,-1.830132455E-1
2.667175596E1,-9.805981815E-2,-1.537769437E0,-1.410119981E-1
2.668176996E1,-7.335633785E-2,-1.864887953E0,-1.012235731E-1
2.669178296E1,-1.103960574E-1,-2.204284906E0,-6.691861153E-2
2.670179696E1,-1.964398623E-1,-2.615956306E0,-7.526949048E-2
2.671181096E1,-2.833252251E-1,-2.964052200E0,-1.216063648E-1
2.672182496E1,-3.672171831E-1,-3.209975719E0,-1.619700342E-1
2.673183796E1,-4.219416976E-1,-3.384179831E0,-2.064227015E-1
2.674185196E1,-4.642281532E-1,-3.410721064E0,-2.507275939E-1
2.675186596E1,-5.501312017E-1,-3.318827868E0,-2.854160368E-1
2.676187996E1,-6.246456504E-1,-3.174736977E0,-2.881167531E-1
2.677189296E1,-6.127595305E-1,-3.032995701E0,-2.586451769E-1
2.678190696E1,-5.597453117E-1,-2.875417233E0,-1.824577153E-1
2.679192096E1,-5.370122790E-1,-2.805788755E0,-1.158384681E-1
2.680193496E1,-5.846061707E-1,-2.780512333E0,-6.535185874E-2
2.681194796E1,-5.513437390E-1,-2.555868387E0,-7.129071653E-2
2.682196196E1,-4.646857977E-1,-2.446036577E0,-8.837090433E-2
2.683197596E1,-3.556208313E-1,-2.404677629E0,-7.355467230E-2
2.684198996E1,-2.497519553E-1,-2.339948654E0,-5.095031485E-2
2.685200296E1,-1.363276243E-1,-2.363581181E0,-6.150591187E-3
2.686201696E1,-4.166183248E-2,-2.292579889E0,5.806461722E-2
2.687203096E1,5.320035294E-2,-2.157396317E0,1.061109677E-1
2.688204496E1,1.197743267E-1,-2.015742064E0,1.616080552E-1
2.689205796E1,1.687781215E-1,-1.924259543E0,2.084061801E-1
2.690207196E1,2.354671359E-1,-1.974673748E0,2.527582049E-1
2.691208596E1,3.284569383E-1,-2.046586752E0,3.170397282E-1
2.692209896E1,4.420301020E-1,-2.156517744E0,3.447155654E-1
2.693211296E1,5.331568718E-1,-2.257089853E0,3.607027829E-1
2.694212696E1,6.094306111E-1,-2.261023760E0,3.917083740E-1
2.695214096E1,6.859366298E-1,-2.353500605E0,4.052492082E-1
2.696215396E1,7.458777428E-1,-2.522335291E0,3.988211453E-1
2.697216796E1,7.807850838E-1,-2.619742870E0,3.898696899E-1
2.698218196E1,7.603445053E-1,-2.672876596E0,4.120303988E-1
2.699219596E1,6.237545013E-1,-2.510932922E0,4.396678805E-1
2.700220896E1,4.633749723E-1,-2.195527792E0,4.877914786E-1
2.701222296E1,4.048565924E-1,-2.027753115E0,5.103870630E-1
2.702223696E1,3.589085340E-1,-1.939216375E0,4.789958596E-1
2.703225096E1,2.617481649E-1,-1.807193041E0,4.163053036E-1
2.704226396E1,1.719935238E-1,-1.630942941E0,3.510991335E-1
2.705227796E1,1.188101768E-1,-1.512569785E0,2.763362527E-1
2.706229196E1,1.201923490E-1,-1.473528743E0,2.169996649E-1
2.707230596E1,1.447342187E-1,-1.478305221E0,2.001485080E-1
2.708231896E1,1.587925255E-1,-1.486976027E0,2.121716142E-1
2.709233242E1,1.661070585E-1,-1.564458489E0,2.305276841E-1
2.710234642E1,1.681521088E-1,-1.673122644E0,2.526811957E-1
2.711236042E1,1.550123245E-1,-1.713323712E0,2.493815720E-1
2.712237342E1,1.260168999E-1,-1.554981828E0,2.347456366E-1
2.713238742E1,8.349440247E-2,-1.365079761E0,1.962579042E-1
2.714240142E1,6.757242978E-2,-1.369140267E0,1.576066464E-1
2.715241442E1,7.647139579E-2,-1.498363376E0,1.711895615E-1
2.716242842E1,7.869646698E-2,-1.610969305E0,2.266400307E-1
2.717244242E1,6.329820305E-2,-1.712833524E0,2.586672008E-1
2.718245642E1,-1.901052147E-2,-1.849211097E0,2.506343126E-1
2.719246942E1,-1.142828166E-1,-1.939349294E0,1.809998602E-1
2.720248342E1,-1.836349964E-1,-1.822605133E0,9.318425506E-2
2.721249742E1,-2.167082578E-1,-1.632149696E0,-1.048088633E-2
2.722251142E1,-2.508020401E-1,-1.522700429E0,-5.271808803E-2
2.723252442E1,-3.238978684E-1,-1.548753858E0,-1.351903006E-2
2.724253842E1,-4.670707285E-1,-1.768774629E0,8.141387254E-2
2.725255242E1,-5.911101699E-1,-2.038199663E0,1.666890979E-1
2.726256642E1,-6.881456375E-1,-2.282801628E0,2.234306782E-1
2.727257942E1,-7.931444645E-1,-2.568108320E0,2.242328227E-1
2.728259342E1,-8.861319423E-1,-2.820742130E0,1.848134995E-1
2.729260742E1,-1.012961149E0,-3.011090994E0,1.727597713E-1
2.730262142E1,-1.214186311E0,-3.198447227E0,1.547999531E-1
2.731263442E1,-1.567000985E0,-3.657326460E0,2.209794968E-1
2.732264842E1,-1.978299856E0,-4.253682613E0,2.630355954E-1
2.733266242E1,-2.304532051E0,-4.564663410E0,2.436544448E-1
