"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.153101317E1,-1.629607379E-1,-1.014399529E0,7.071652412E-1
1.154102717E1,-4.469667748E-2,-1.103646278E0,6.981935501E-1
1.155104117E1,3.296054900E-2,-1.119164109E0,6.450158358E-1
1.156105417E1,3.867649287E-2,-1.200001001E0,5.802208781E-1
1.157106817E1,-2.017103881E-2,-1.264305830E0,5.183151364E-1
1.158108217E1,-8.331032842E-2,-1.304570675E0,4.824615419E-1
1.159109617E1,-1.393616050E-1,-1.195219994E0,4.988059402E-1
1.160110917E1,-1.662960052E-1,-9.936250448E-1,5.068969131E-1
1.161112317E1,-1.389138997E-1,-8.641055226E-1,5.028123856E-1
1.162113717E1,-7.568886131E-2,-7.918882966E-1,4.281530678E-1
1.163115017E1,5.392574705E-3,-7.226727009E-1,3.186418116E-1
1.164116417E1,9.480021894E-2,-6.925448775E-1,2.181311697E-1
1.165117817E1,1.714188904E-1,-6.036697030E-1,1.589093953E-1
1.166119217E1,2.386839390E-1,-4.496359229E-1,1.180205494E-1
1.167120517E1,3.007741570E-1,-2.239396125E-1,8.457203209E-2
1.168121917E1,3.451325893E-1,-3.886776790E-2,4.382220656E-2
1.169123317E1,3.043930233E-1,3.758442402E-2,-2.700651810E-2
1.170124617E1,1.842892766E-1,2.875205129E-2,-1.167856753E-1
1.171126017E1,6.714769453E-2,-1.250694226E-2,-1.902690828E-1
1.172127417E1,4.487247206E-3,-2.477798983E-2,-2.059393972E-1
1.173128717E1,1.223313995E-2,3.195187822E-2,-1.449264139E-1
1.174130117E1,7.613515854E-2,1.390495598E-1,-3.264407814E-2
1.175131517E1,1.893477440E-1,1.996002495E-1,7.236196846E-2
1.176132917E1,3.451703489E-1,1.793511808E-1,1.176783144E-1
1.177134217E1,5.059021115E-1,6.026829407E-2,9.042291343E-2
1.178135617E1,6.065930724E-1,-1.418320835E-1,1.497849077E-2
1.179137017E1,6.207004786E-1,-3.552253246E-1,-2.142230235E-2
1.180138317E1,5.550248027E-1,-3.692689836E-1,1.925934851E-2
1.181139717E1,4.836653769E-1,-3.363947868E-1,1.231889129E-1
1.182141117E1,3.851992786E-1,-2.246469557E-1,2.060587555E-1
1.183142517E1,2.867255509E-1,-1.167066246E-1,2.597709596E-1
1.184143817E1,2.211537361E-1,-9.658937901E-2,2.988667190E-1
1.185145217E1,1.342340708E-1,-4.803501815E-2,2.639651895E-1
1.186146617E1,1.524519622E-1,-1.848927438E-1,2.857295871E-1
1.187147917E1,1.339237541E-1,-2.995063961E-1,2.193540931E-1
1.188149317E1,1.222375408E-1,-4.384616315E-1,1.237607375E-1
1.189150717E1,9.758748114E-2,-4.687648714E-1,6.480382290E-3
1.190152117E1,6.802693009E-2,-4.067675471E-1,-8.492276818E-2
1.191153417E1,4.721429572E-2,-2.968528867E-1,-1.221742257E-1
1.192154817E1,1.044030115E-2,-1.603547186E-1,-9.934321046E-2
1.193156217E1,-2.361698821E-2,-9.178530425E-2,-6.217136607E-2
1.194157517E1,-5.632699654E-2,-1.402473897E-1,-5.284737051E-2
1.195158917E1,-1.080148742E-1,-2.236327976E-1,-5.679449067E-2
1.196160317E1,-1.457515955E-1,-2.417138070E-1,-5.310920626E-2
1.197161717E1,-1.314063370E-1,-1.817354262E-1,-3.777337447E-2
1.198163017E1,-1.023749486E-1,-6.427883357E-2,-1.043070294E-2
1.199164417E1,-6.176038086E-2,4.764136393E-3,1.392074116E-2
1.200165817E1,-3.061311319E-2,-2.741377242E-2,1.540545374E-2
1.201167117E1,-2.321246546E-3,-1.164716557E-1,1.980493218E-2
1.202168517E1,4.181957990E-2,-2.168999910E-1,3.472049907E-2
1.203169917E1,9.399832785E-2,-2.718999386E-1,3.948761895E-2
1.204171317E1,1.530589759E-1,-2.474087328E-1,3.306700289E-2
1.205172617E1,2.077297121E-1,-1.620830148E-1,-1.836423762E-3
1.206174017E1,2.789176106E-1,-2.073681727E-2,-4.809766263E-2
1.207175417E1,3.340093493E-1,9.807687253E-2,-8.374653012E-2
1.208176454E1,3.443570733E-1,1.079132631E-1,-1.169532165E-1
1.209177854E1,2.993442714E-1,3.500672802E-2,-1.428174824E-1
1.210179254E1,2.477324903E-1,-7.740050554E-2,-1.701518893E-1
1.211180654E1,2.070585638E-1,-2.169474959E-1,-2.018499076E-1
1.212181954E1,1.633470356E-1,-2.447189391E-1,-2.160469443E-1
1.213183354E1,1.233390421E-1,-1.745130569E-1,-2.007804364E-1
1.214184754E1,1.393419802E-1,-7.358511537E-2,-1.714228094E-1
1.215186054E1,2.170243710E-1,-1.786707900E-2,-1.409894675E-1
1.216187454E1,2.924096584E-1,-1.193609461E-1,-1.465751827E-1
1.217188854E1,3.522469699E-1,-2.509051561E-1,-1.924849898E-1
1.218190254E1,4.090490043E-1,-4.226857126E-1,-2.331903428E-1
1.219191554E1,4.756554067E-1,-5.377730131E-1,-2.551344335E-1
1.220192954E1,5.402301550E-1,-5.995471478E-1,-2.529109716E-1
1.221194354E1,5.693407655E-1,-6.072766781E-1,-2.412708104E-1
1.222195654E1,5.676358342E-1,-6.338307858E-1,-2.304882109E-1
1.223197054E1,5.524765849E-1,-6.337900162E-1,-2.495649606E-1
1.224198454E1,5.320751667E-1,-5.929294229E-1,-2.830121517E-1
1.225199854E1,4.925563335E-1,-5.369674563E-1,-3.247467577E-1
1.226201154E1,4.250662625E-1,-5.086241961E-1,-3.808997571E-1
1.227202554E1,3.178671300E-1,-5.260670781E-1,-4.479401410E-1
1.228203954E1,1.760460734E-1,-6.336673498E-1,-5.052425861E-1
1.229205254E1,6.855001301E-2,-7.019339800E-1,-5.396388769E-1
1.230206654E1,2.100433409E-2,-7.089136243E-1,-5.452967286E-1
1.231208054E1,2.337121591E-2,-6.168748140E-1,-5.175607800E-1
1.232209354E1,2.959182858E-2,-4.481436014E-1,-4.824147522E-1
1.233210754E1,-2.654803917E-3,-2.720947266E-1,-4.537439346E-1
1.234212154E1,-6.004565954E-2,-1.350077391E-1,-4.411866069E-1
1.235213554E1,-1.444235444E-1,-1.809922047E-2,-4.206158519E-1
1.236214854E1,-2.382222116E-1,8.429292589E-2,-3.811110556E-1
1.237216254E1,-3.195798099E-1,1.329814941E-1,-3.486444056E-1
1.238217654E1,-3.642418087E-1,4.872865975E-2,-3.133428693E-1
1.239218954E1,-3.501822054E-1,-5.159761012E-2,-2.850294709E-1
1.240220354E1,-3.013750017E-1,-1.770780385E-1,-2.603478134E-1
1.241221754E1,-2.305627018E-1,-2.475230247E-1,-2.181836218E-1
1.242223154E1,-1.703792512E-1,-2.390075624E-1,-1.710981280E-1
1.243224454E1,-1.333833933E-1,-2.438562810E-1,-1.349613369E-1
1.244225854E1,-1.076015905E-1,-2.679208815E-1,-1.040449813E-1
1.245227254E1,-5.813143775E-2,-3.499467969E-1,6.834587082E-3
1.246228554E1,9.365489334E-2,-2.386306673E-1,2.196951956E-1
1.247229954E1,1.626624465E-1,-2.732180953E-1,3.102275431E-1
1.248231354E1,1.885510385E-1,-2.255991846E-1,3.098874688E-1
1.249232754E1,1.383206546E-1,-1.587109268E-1,2.608098388E-1
1.250234054E1,9.399367869E-2,-1.101798788E-1,1.844761670E-1
1.251235454E1,6.086608022E-2,-1.448903419E-2,1.083249524E-1
1.252236854E1,1.707279496E-2,6.311468035E-2,8.922023326E-2
1.253238154E1,-1.587063819E-2,1.142349094E-1,1.187984049E-1
1.254239554E1,-5.335809290E-2,1.210600585E-1,1.559843868E-1
1.255240954E1,-9.930555522E-2,1.399388164E-1,1.939727664E-1
1.256242354E1,-1.297060698E-1,1.893154234E-1,2.163129598E-1
1.257243654E1,-1.182189062E-1,2.374071628E-1,2.262303978E-1
1.258245054E1,-1.094730869E-1,2.447401732E-1,1.970384270E-1
1.259246454E1,-1.298213005E-1,1.678189784E-1,1.514023691E-1
1.260247754E1,-1.645957977E-1,4.823879525E-2,1.321780831E-1
1.261249154E1,-1.994358003E-1,-1.630739123E-2,1.536591947E-1
1.262250554E1,-2.585664690E-1,-3.615886346E-2,1.871076971E-1
1.263251954E1,-3.261736035E-1,-5.940565839E-2,1.928348243E-1
1.264253254E1,-3.755818903E-1,-4.879589006E-2,1.609791666E-1
1.265254654E1,-3.940557539E-1,-1.016001217E-2,9.976106137E-2
1.266256054E1,-3.936802745E-1,1.121043786E-1,5.582343042E-2
1.267257354E1,-3.923617005E-1,2.614839673E-1,2.238981798E-2
1.268258754E1,-3.811705709E-1,3.542655706E-1,-2.293185517E-2
1.269260154E1,-3.579933941E-1,3.425691426E-1,-6.289705634E-2
1.270261554E1,-3.331178725E-1,2.063995749E-1,-1.137365326E-1
1.271262854E1,-3.090806603E-1,1.265720557E-2,-1.740656495E-1
1.272264254E1,-2.791765332E-1,-1.461710483E-1,-1.929828823E-1
1.273265654E1,-2.321784645E-1,-2.610099614E-1,-1.899679303E-1
1.274266954E1,-1.859265417E-1,-3.008404374E-1,-1.678639650E-1
1.275268354E1,-1.560467333E-1,-2.012241632E-1,-1.446676403E-1
1.276269754E1,-1.548035592E-1,-1.464016456E-2,-1.076459736E-1
1.277271054E1,-1.702467352E-1,2.224807292E-1,-7.147507370E-2
1.278272454E1,-1.730254740E-1,4.054830372E-1,-7.977215201E-2
1.279273854E1,-1.565070748E-1,4.306011200E-1,-1.306963563E-1
1.280275254E1,-1.225475222E-1,3.464851677E-1,-2.019697279E-1
1.281276554E1,-8.808118105E-2,2.217648327E-1,-2.603587806E-1
1.282277954E1,-4.665891081E-2,6.391102076E-2,-2.858505547E-1
1.283279354E1,-3.113194741E-2,-3.506187350E-2,-2.753771842E-1
1.284280654E1,-3.849292547E-2,-8.772109449E-2,-2.413513362E-1
1.285282054E1,-5.322887003E-2,-1.201452315E-1,-2.064904869E-1
1.286283454E1,-7.148484141E-2,-1.417626441E-1,-1.765064895E-1
1.287284854E1,-9.926027805E-2,-1.274517775E-1,-1.553869247E-1
1.288286154E1,-1.515746117E-1,1.327285357E-2,-8.934053779E-2
1.289287554E1,-2.050587982E-1,1.273201406E-1,-2.008621395E-2
1.290288954E1,-2.726378441E-1,2.176849246E-1,-5.696220696E-2
1.291290254E1,-3.475857377E-1,1.603695005E-1,-1.571138501E-1
1.292291654E1,-3.879685998E-1,4.699128121E-2,-2.847032249E-1
1.293293054E1,-4.074880183E-1,-1.439447850E-1,-3.753292561E-1
1.294294454E1,-4.074299634E-1,-3.459788561E-1,-4.081806839E-1
1.295295754E1,-4.141333401E-1,-4.720678627E-1,-3.644089699E-1
1.296297154E1,-3.983642459E-1,-4.643585384E-1,-2.546268106E-1
1.297298554E1,-3.868651986E-1,-4.115551710E-1,-1.376043707E-1
1.298299854E1,-3.469438851E-1,-3.079752326E-1,-2.485758811E-2
1.299301254E1,-3.169723153E-1,-1.643716842E-1,1.566833816E-3
1.300302654E1,-2.959410548E-1,-9.588982165E-2,9.036201984E-3
1.301304054E1,-2.644232810E-1,-5.888799578E-2,-1.169944555E-2
1.302305354E1,-2.229823768E-1,-4.750324786E-2,-3.260339424E-2
1.303306754E1,-1.589949876E-1,-3.738254309E-2,-3.279973939E-2
1.304308154E1,-7.703568041E-2,-2.467207611E-2,2.968646353E-3
1.305309454E1,8.183350787E-3,-1.421082183E-3,5.362250283E-2
1.306310854E1,8.194331825E-2,6.810100377E-2,7.257729024E-2
1.307312254E1,1.265554875E-1,1.121200323E-1,4.302745312E-2
1.308313542E1,1.577986330E-1,1.028570235E-1,3.051808104E-3
1.309314842E1,1.527480930E-1,9.806717932E-2,-3.534077480E-2
1.310316242E1,1.582533866E-1,9.460879862E-2,-4.550685734E-2
1.311317642E1,1.800502092E-1,6.730049849E-2,-3.735261410E-2
1.312318942E1,2.045339793E-1,4.381195456E-2,-1.992249116E-2
1.313320342E1,2.236101627E-1,4.526451230E-2,-2.787993755E-3
1.314321742E1,2.361941189E-1,6.925347447E-2,1.895778254E-2
1.315323142E1,2.329528034E-1,1.342599541E-1,4.085114971E-2
1.316324442E1,2.124019861E-1,2.016893327E-1,5.693371594E-2
1.317325842E1,2.063811570E-1,2.227682322E-1,5.686796457E-2
1.318327242E1,2.408938557E-1,1.909820735E-1,4.519612715E-2
1.319328542E1,2.990925610E-1,1.336629242E-1,3.575628996E-2
1.320329942E1,3.533589840E-1,7.371304184E-2,2.467194758E-2
1.321331342E1,3.951146305E-1,3.320229053E-2,6.115328521E-3
1.322332642E1,3.713701367E-1,4.383442923E-2,-3.502252325E-2
1.323334042E1,2.945732772E-1,2.359011024E-2,-8.756174147E-2
1.324335442E1,1.843088269E-1,2.060603909E-2,-1.474501044E-1
1.325336842E1,3.922226653E-2,6.238808110E-2,-2.004871666E-1
1.326338142E1,-8.445733041E-2,5.404892564E-2,-2.456186861E-1
1.327339542E1,-1.170354262E-1,1.771474816E-2,-2.902628481E-1
1.328340942E1,-9.305818379E-2,1.630460471E-2,-3.522931933E-1
1.329342242E1,-4.618743807E-2,-3.611692041E-2,-4.252867103E-1
1.330343642E1,7.138098590E-3,-1.474682093E-1,-4.856219590E-1
1.331345042E1,2.319318801E-2,-2.293219864E-1,-4.792482257E-1
1.332346442E1,-2.577689476E-3,-2.379439771E-1,-4.183324277E-1
1.333347742E1,-6.501441821E-3,-2.671314180E-1,-3.261736929E-1
1.334349142E1,4.026712850E-2,-1.620399058E-1,-2.941135168E-1
1.335350542E1,6.349568814E-2,-6.323382258E-2,-3.134334087E-1
1.336351942E1,6.167888269E-2,-2.819484565E-3,-3.652769029E-1
1.337353242E1,1.476443931E-2,8.054008335E-2,-4.390191138E-1
1.338354642E1,-2.825067192E-2,9.669375420E-2,-5.358375907E-1
1.339356042E1,-5.968741328E-2,6.957073510E-2,-6.234779358E-1
1.340357342E1,-8.440741152E-2,3.198847547E-2,-6.501950622E-1
1.341358742E1,-9.489849210E-2,5.191518925E-3,-6.173552871E-1
1.342360142E1,-9.888444841E-2,-5.848679319E-2,-5.500372052E-1
1.343361442E1,-8.554679155E-2,-2.689243853E-2,-4.549029768E-1
1.344362842E1,-8.626478165E-2,2.791674435E-2,-3.232171237E-1
1.345364242E1,-5.011135712E-2,5.341488868E-2,-2.347628176E-1
1.346365642E1,-7.410231978E-3,3.346727788E-2,-1.697278917E-1
1.347366942E1,2.281827480E-2,2.036813460E-2,-1.110310629E-1
1.348368342E1,3.805368394E-2,-1.341938879E-2,-7.555403560E-2
1.349369742E1,3.909582272E-2,-1.242807284E-1,-6.874831021E-2
1.350371042E1,1.820545644E-2,-2.938023806E-1,-7.207086682E-2
1.351372442E1,-2.080399916E-2,-3.971627057E-1,-5.969044194E-2
1.352373842E1,-4.273779318E-2,-4.366531372E-1,-3.926586360E-2
1.353375242E1,-8.340707049E-3,-4.497872889E-1,-8.279667236E-4
1.354376542E1,4.869381711E-2,-3.476859331E-1,7.826338708E-2
1.355377942E1,1.142380387E-1,-1.386379600E-1,1.674498320E-1
1.356379342E1,1.699678749E-1,-1.080782898E-2,2.935321331E-1
1.357380642E1,1.872252226E-1,7.492425293E-2,3.841317892E-1
1.358382042E1,1.910071820E-1,9.316024929E-2,4.404147863E-1
1.359383442E1,1.812549084E-1,6.606552750E-2,4.624867737E-1
1.360384842E1,1.778511256E-1,-2.567397803E-2,4.643531144E-1
1.361386142E1,1.673328578E-1,-7.119193673E-2,4.757594168E-1
1.362387542E1,1.592400372E-1,-6.898204237E-2,5.007774234E-1
1.363388942E1,1.682219952E-1,-4.639403522E-2,5.279136896E-1
1.364390242E1,1.755933613E-1,-3.066268517E-3,5.389565229E-1
1.365391642E1,2.049514651E-1,-3.029056825E-5,5.105688572E-1
1.366393042E1,2.374082059E-1,-1.345448568E-2,4.612838626E-1
1.367394442E1,2.576488853E-1,-3.633146733E-2,4.172872603E-1
1.368395742E1,2.576161325E-1,-6.756421924E-2,3.943832815E-1
1.369397142E1,2.410472184E-1,-1.048300713E-1,3.853534162E-1
1.370398542E1,1.903518140E-1,-9.579210728E-2,4.066810906E-1
1.371399842E1,1.265002936E-1,-4.158831760E-2,4.483560920E-1
1.372401242E1,6.728356332E-2,-2.421473153E-3,4.773909450E-1
1.373402642E1,1.894721761E-2,-5.686097313E-3,4.723351598E-1
1.374404042E1,-2.842189372E-2,-1.637362875E-2,4.572875202E-1
1.375405342E1,-3.186885640E-2,-8.083622903E-2,4.367888272E-1
1.376406742E1,1.426069066E-4,-9.111549705E-2,4.171951413E-1
1.377408142E1,2.598073334E-2,-9.858773649E-2,4.124318957E-1
1.378409442E1,5.539428070E-2,-9.241160005E-2,4.005565941E-1
1.379410842E1,1.005910859E-1,-7.042695582E-2,3.839677870E-1
1.380412242E1,1.288022101E-1,-3.592250869E-2,3.704216182E-1
1.381413642E1,1.428441852E-1,1.897704042E-2,3.444980681E-1
1.382414942E1,1.430963874E-1,7.603659481E-2,3.424168229E-1
1.383416342E1,1.253157556E-1,1.482771486E-1,3.299604654E-1
1.384417742E1,1.192711741E-1,1.280120909E-1,3.224032223E-1
1.385419042E1,9.490564466E-2,9.062637389E-2,3.136446178E-1
1.386420442E1,7.348132133E-2,5.884394422E-2,3.069523573E-1
1.387421842E1,5.745677277E-2,8.388129994E-3,2.972234786E-1
1.388423242E1,5.005105585E-2,-3.021545336E-2,2.865220904E-1
1.389424542E1,3.992705047E-2,-8.562731743E-2,2.698493898E-1
1.390425942E1,3.777335212E-2,-1.684585363E-1,2.490865588E-1
1.391427342E1,4.135739431E-2,-2.470434606E-1,2.383793890E-1
1.392428642E1,6.433275342E-2,-2.142431736E-1,2.245189697E-1
1.393430042E1,1.320709884E-1,-7.446116954E-2,2.352259457E-1
1.394431442E1,1.899627894E-1,-3.818492219E-2,3.065161109E-1
1.395432842E1,2.635344565E-1,-3.317364305E-2,3.566103876E-1
1.396434142E1,3.377405107E-1,4.810177535E-2,3.637676537E-1
1.397435542E1,3.775077164E-1,1.383520067E-1,3.846682310E-1
1.398436942E1,3.868791163E-1,2.337656170E-1,3.658828139E-1
1.399438242E1,3.643997014E-1,2.928055823E-1,3.205294013E-1
1.400439642E1,3.228408098E-1,2.614884079E-1,2.760948241E-1
1.401441042E1,2.722449899E-1,1.591191590E-1,2.535495758E-1
1.402442442E1,2.064211369E-1,4.264073446E-2,2.872612476E-1
1.403443742E1,1.635404080E-1,1.656235196E-2,2.927728295E-1
1.404445142E1,1.178938374E-1,3.126726300E-2,3.014033437E-1
1.405446542E1,6.262546033E-2,3.625001386E-2,3.086376488E-1
1.406447842E1,-1.459502615E-2,4.021173343E-2,3.178982437E-1
1.407449242E1,-1.273119748E-1,3.822415322E-2,3.389347792E-1
1.408451083E1,-2.509644032E-1,2.586176060E-2,3.403246999E-1
1.409452383E1,-3.750384450E-1,-5.339132622E-2,3.380232453E-1
1.410453783E1,-4.514701068E-1,-1.290860772E-1,3.521853983E-1
1.411455183E1,-4.718019664E-1,-2.345812768E-1,3.826759160E-1
1.412456583E1,-4.576635063E-1,-2.187498510E-1,4.178075194E-1
1.413457883E1,-4.073700607E-1,-1.585202813E-1,4.441275895E-1
1.414459283E1,-3.453932703E-1,-1.123336032E-1,4.514504671E-1
1.415460683E1,-2.798258364E-1,-9.235534817E-2,4.413354099E-1
1.416461983E1,-2.200234979E-1,-2.503435872E-2,4.373877943E-1
1.417463383E1,-1.546749920E-1,6.712044775E-2,4.629622102E-1
1.418464783E1,-8.480270207E-2,1.028219908E-1,4.706065357E-1
1.419466183E1,-2.463896200E-2,1.328813583E-1,7.260697484E-1
1.420467483E1,6.789842993E-2,1.505399793E-1,1.075884700E0
1.421468883E1,1.973995119E-1,4.478171840E-2,1.302374005E0
1.422470283E1,3.265719116E-1,-6.290373206E-2,1.346821666E0
1.423471583E1,3.950969279E-1,-3.958622739E-2,1.271745563E0
1.424472983E1,4.524507523E-1,-1.281925291E-1,1.290478826E0
1.425474383E1,4.375327826E-1,-1.576399654E-1,1.398885727E0
1.426475783E1,2.960228026E-1,-9.162064642E-3,1.487267256E0
1.427477083E1,1.286434680E-1,1.148213819E-1,1.557549477E0
1.428478483E1,1.377361268E-2,8.811520040E-2,1.573258162E0
1.429479883E1,-5.321962386E-2,4.942834843E-3,1.517046094E0
1.430481183E1,-1.070056185E-1,1.007447951E-2,1.407703161E0
1.431482583E1,-1.697166860E-1,1.049083769E-1,1.269788742E0
1.432483983E1,-2.124947757E-1,1.508630812E-1,1.145167112E0
1.433485383E1,-2.003588825E-1,6.673084199E-2,1.049459219E0
1.434486683E1,-1.089368239E-1,-8.226849139E-2,9.683630466E-1
1.435488083E1,-1.964661293E-3,-1.576342136E-1,9.096999764E-1
1.436489483E1,8.544348180E-2,-1.818569899E-1,8.742551208E-1
1.437490783E1,1.505080760E-1,-1.727838069E-1,8.603747487E-1
1.438492183E1,1.864535511E-1,-1.688388735E-1,8.665847182E-1
1.439493583E1,1.759647727E-1,-1.824042350E-1,9.190000892E-1
1.440494883E1,1.282041967E-1,-1.469719410E-1,1.044990420E0
1.441496283E1,5.834454298E-2,-7.308247685E-2,1.213591576E0
1.442497683E1,-5.861483142E-2,1.604740135E-2,1.377229810E0
1.443499083E1,-2.129818052E-1,5.603332072E-2,1.516840577E0
1.444500383E1,-3.842464983E-1,3.068109229E-2,1.630188704E0
1.445501783E1,-5.519304276E-1,-4.300132021E-2,1.744133353E0
1.446503183E1,-6.864147782E-1,-1.213786826E-1,1.856722474E0
1.447504483E1,-7.861416340E-1,-2.307521850E-1,1.930725098E0
1.448505883E1,-8.172382712E-1,-3.565620482E-1,1.938792109E0
1.449507283E1,-7.888305187E-1,-4.967638254E-1,1.886527538E0
1.450508683E1,-7.243679166E-1,-6.122826934E-1,1.797269225E0
1.451509983E1,-6.527804136E-1,-6.347295642E-1,1.692015290E0
1.452511383E1,-6.051577330E-1,-5.199132562E-1,1.581938863E0
1.453512783E1,-5.917437673E-1,-3.684701920E-1,1.511855960E0
1.454514083E1,-5.962775350E-1,-2.633661330E-1,1.506868601E0
1.455515483E1,-5.926463008E-1,-1.480893642E-1,1.534863353E0
1.456516883E1,-5.331970453E-1,-1.607460901E-2,1.542396426E0
1.457518183E1,-3.908442259E-1,2.665445209E-2,1.524036646E0
1.458519583E1,-1.974001825E-1,4.564891756E-2,1.443271041E0
1.459520983E1,2.272056788E-2,3.896178305E-2,1.318621516E0
1.460522383E1,2.269562632E-1,7.227472961E-2,1.206672072E0
1.461523683E1,3.700397611E-1,1.833478510E-1,1.133393288E0
1.462525083E1,4.339982569E-1,3.317458332E-1,1.090569139E0
1.463526483E1,4.450764060E-1,4.204731584E-1,1.059158564E0
1.464527783E1,4.199348390E-1,4.048680961E-1,1.044127226E0
1.465529183E1,3.685758114E-1,2.838631570E-1,1.030188918E0
1.466530583E1,2.869096994E-1,1.426868588E-1,1.023312807E0
1.467531983E1,1.642512083E-1,7.825853303E-3,1.058301687E0
1.468533283E1,1.968295313E-3,-8.564204723E-2,1.137689471E0
1.469534683E1,-1.792357266E-1,-7.621993124E-2,1.234861016E0
1.470536083E1,-3.278079033E-1,6.334675103E-2,1.330334544E0
1.471537383E1,-4.244266748E-1,2.010009140E-1,1.404530525E0
1.472538783E1,-4.406863451E-1,2.057149708E-1,1.482562184E0
1.473540183E1,-3.842995465E-1,1.094958782E-1,1.566570520E0
1.474541483E1,-2.962373197E-1,-4.264092818E-2,1.638694763E0
1.475542883E1,-2.071873397E-1,-1.699489653E-1,1.719019175E0
1.476544283E1,-1.438320726E-1,-1.922247112E-1,1.799394488E0
1.477545683E1,-1.177812889E-1,-1.819288284E-1,1.850215554E0
1.478546983E1,-1.279990375E-1,-1.522217989E-1,1.860463738E0
1.479548383E1,-1.666963995E-1,-1.119895801E-1,1.841355562E0
1.480549783E1,-9.997887909E-2,1.382610053E-1,1.692850471E0
1.481551183E1,3.440928459E-1,7.612352371E-1,1.228682756E0
1.482552483E1,5.035778880E-1,7.475129962E-1,9.758265018E-1
1.483553883E1,3.972610533E-1,5.163787603E-1,8.945668340E-1
1.484555283E1,2.121032029E-1,3.854066133E-1,7.972034812E-1
1.485556583E1,2.255508676E-2,3.849778175E-1,6.884385943E-1
1.486557983E1,-5.091460422E-2,4.416509569E-1,6.006416678E-1
1.487559383E1,2.125413418E-1,2.892589271E-1,6.104133725E-1
1.488560683E1,2.349843383E-1,3.452899754E-1,7.014961243E-1
1.489562083E1,1.467362791E-1,3.321711719E-1,9.302052259E-1
1.490563483E1,2.501783520E-2,2.775225937E-1,1.201895595E0
1.491564883E1,-1.150689349E-1,2.218240350E-1,1.511566520E0
1.492566183E1,-2.376984507E-1,2.352042794E-1,1.790748954E0
1.493567583E1,-3.290064633E-1,2.780657709E-1,1.993199348E0
1.494568983E1,-3.707051873E-1,3.758032620E-1,2.123982430E0
1.495570283E1,-3.611883223E-1,5.187394619E-1,2.168646812E0
1.496571683E1,-3.196273148E-1,5.842457414E-1,2.161912441E0
1.497573083E1,-2.978731096E-1,5.486636162E-1,2.140337229E0
1.498574483E1,-2.706582844E-1,4.345224202E-1,2.107884407E0
1.499575783E1,-2.462638021E-1,2.538761795E-1,2.047001600E0
1.500577183E1,-2.083268166E-1,6.088382006E-2,1.973142505E0
1.501578583E1,-1.422358304E-1,-1.388092041E-1,1.888903618E0
1.502579883E1,-6.228480116E-2,-3.214091063E-1,1.767789721E0
1.503581283E1,5.298973061E-3,-3.662098646E-1,1.608205795E0
1.504582683E1,1.824299991E-2,-3.344069123E-1,1.412524462E0
1.505584083E1,-7.163197268E-3,-2.941216826E-1,1.196399808E0
1.506585383E1,-4.453134537E-2,-2.360815406E-1,9.944537282E-1
1.507586783E1,-8.904305100E-2,-1.531250775E-1,8.161404133E-1
1.508587729E1,-1.249563098E-1,-5.549998581E-2,6.881502271E-1
1.509589029E1,-1.235402599E-1,1.057429984E-2,6.596781015E-1
1.510590429E1,-7.601401955E-2,4.473013803E-2,7.592830062E-1
1.511591829E1,-1.776843704E-2,9.953187406E-2,8.734253049E-1
1.512593129E1,-1.485866681E-2,1.822102517E-1,9.028300643E-1
1.513594529E1,-9.521856904E-2,2.149364799E-1,8.699401021E-1
1.514595929E1,-1.696371585E-1,2.467913479E-1,7.691192031E-1
1.515597329E1,-1.793102026E-1,2.683211565E-1,6.424767971E-1
1.516598629E1,-1.115540564E-1,2.416655868E-1,5.398311019E-1
1.517600029E1,4.586406052E-3,1.171629131E-1,5.080260634E-1
1.518601429E1,2.199570388E-1,-1.882145852E-1,5.672883391E-1
1.519602729E1,3.495053649E-1,-2.038004398E-1,6.485346556E-1
1.520604129E1,3.185935318E-1,-2.005093098E-1,7.145310044E-1
1.521605529E1,2.500422299E-1,-1.114283949E-1,7.243040800E-1
1.522606929E1,2.093437910E-1,-4.677190259E-2,7.045724392E-1
1.523608229E1,2.086579204E-1,-3.515770659E-2,6.680690050E-1
1.524609629E1,2.247077227E-1,-1.031583324E-1,6.363704801E-1
1.525611029E1,2.803532779E-1,-2.433781326E-1,5.704670548E-1
1.526612329E1,3.310856819E-1,-3.561377227E-1,5.526384711E-1
1.527613729E1,2.968492806E-1,-3.620291352E-1,6.412463188E-1
1.528615129E1,2.565615177E-1,-3.038502634E-1,6.691190004E-1
1.529616529E1,2.367918044E-1,-1.728096306E-1,6.490374804E-1
1.530617829E1,2.166577727E-1,-5.834190547E-2,6.473210454E-1
1.531619229E1,2.215036303E-1,2.384490147E-2,6.504274011E-1
1.532620629E1,2.255316675E-1,5.974031985E-2,6.645032167E-1
1.533621929E1,2.308470905E-1,4.374664649E-2,6.738783717E-1
1.534623329E1,2.378525287E-1,-1.455984893E-3,6.713326573E-1
1.535624729E1,2.517546415E-1,-5.760064349E-2,6.805187464E-1
1.536626129E1,2.726197243E-1,-8.645892143E-2,6.945315003E-1
1.537627429E1,2.892141938E-1,-6.309477240E-2,7.104749680E-1
1.538628829E1,2.941828668E-1,-6.185933575E-2,7.184702754E-1
